"Timestamp","Tvoj trenutni status","Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.","V zadnjih treh mesecih sem povprečno delal/a na teden","Vrsta zaposlitve","Obseg dela","Povprečna mesečna BRUTO plača v zadnjih treh mesecih.","Primarno tržišče delodajalca","Sedež delodajalca je","Koliko let si že zaposlen/a pri trenutnem delodajalcu?","Opravljaš delo na daljavo (remote work)?","Ali trenutno aktivno iščeš novo zaposlitev?","Imaš odprt še s.p.? (""popoldanski s.p."")","Število različnih naročnikov v zadnjih 6 mesecih","Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih","Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?","Primarno tržišče največjega naročnika je ","Sedež največjega naročnika je ","Znam naslednje programske jezike","Največ dela opravim kot...","Koliko let že programiraš?","Koliko let poklicno programiraš?","Identificiram se kot","Starost","Prebivam v..."
"2021/09/11 2:49:16 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","3 - 4 leta","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;PHP;C++;Go","spletni razvijalec/ka (full-stack)","več kot 10 let","4 - 5 let","moški","31-40","podravska regija"
"2021/09/11 3:09:20 PM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","5 - 9","4500€ - 5499€","70 - 84","tujina, Evropska unija","Slovenija","HTML/CSS (sass/scss/...);SQL;PHP","vodja razvoja (CTO)","","1 - 2 leti","moški","31-40","osrednjeslovenska regija"
"2021/09/11 3:24:09 PM GMT+2","dijak/študent (delo opravljam prek študentske napotnice)","7,0€ - 7,99€","med 20 - 40 ur","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;PHP;C;Ruby;Bash;Rust","DevOps","9 - 10 let","2 - 3 leta","moški","26-30","pomurska regija"
"2021/09/11 4:16:34 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","3 - 4 leta","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;drugo","spletni razvijalec/ka (full-stack)","5 - 6 let","3 - 4 leta","moški","26-30","osrednjeslovenska regija"
"2021/09/11 4:34:46 PM GMT+2","redno zaposlen/a","","","pogodba za določen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","manj kot 1 leto","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","HTML/CSS (sass/scss/...);Python","produktni/projektni vodja (PM)","3 - 4 leta","manj kot 1 leto","ženska","19-25","osrednjeslovenska regija"
"2021/09/11 4:44:26 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","2 - 3 leta","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);TypeScript","spletni razvijalec/ka (front-end)","3 - 4 leta","3 - 4 leta","moški","26-30","gorenjska regija"
"2021/09/11 6:24:30 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, Evropska unija","Slovenija","3 - 4 leta","da, a manj kot polni delovni čas","ne","da","2 - 4","1000€ - 1499€","85 - 99%","tujina, Evropska unija","tujina, Evropska unija","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;PHP;C++;C","spletni razvijalec/ka (full-stack)","5 - 6 let","4 - 5 let","moški","26-30","podravska regija"
"2021/09/11 7:55:58 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","manj kot 1 leto","da, za polni delovni čas","da","ne","","","","","","SQL;Java;Python;PHP","spletni razvijalec/ka (back-end)","6 - 7 let","1 - 2 leti","moški","26-30","podravska regija"
"2021/09/11 7:56:45 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","4000€ - 4499€","Slovenija","Slovenija","manj kot 1 leto","da, za polni delovni čas","da","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;PHP","spletni razvijalec/ka (back-end)","več kot 10 let","več kot 10 let","moški","31-40","podravska regija"
"2021/09/11 8:56:32 PM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","2000€ - 2499€","100%","tujina, ZDA","tujina, ZDA","HTML/CSS (sass/scss/...)","UI/UX razvijalec/ka","3 - 4 leta","1 - 2 leti","ženska","31-40","podravska regija"
"2021/09/11 8:59:16 PM GMT+2","redno zaposlen/a","","","pogodba za določen čas","40 ur na teden (polni delovni čas)","1024,25€ - 1499€","Slovenija","Slovenija","manj kot 1 leto","ne, delodajalec ne omogoča dela na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;TypeScript","spletni razvijalec/ka (back-end)","4 - 5 let","2 - 3 leta","moški","19-25","koroška regija"
"2021/09/11 9:46:51 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","4 - 5 let","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","drugo","sistemski administrator/ka","več kot 10 let","manj kot 1 leto","moški","41-50","jugovzhodna regija"
"2021/09/11 9:52:10 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, drugo","Slovenija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","SQL;Java;Python","spletni razvijalec/ka (back-end)","1 - 2 leti","1 - 2 leti","moški","31-40","osrednjeslovenska regija"
"2021/09/11 9:58:09 PM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","10 - 15","6500€ - 7499€","25 - 40","tujina, Evropska unija","tujina, Evropska unija","JavaScript;HTML/CSS (sass/scss/...);SQL;PHP","spletni razvijalec/ka (full-stack)","več kot 10 let","8 - 9 let","moški","26-30","podravska regija"
"2021/09/11 10:35:58 PM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","3500€ - 4000€","70 - 84","Slovenija","Slovenija","","produktni/projektni vodja (PM)","manj kot 1 leto","manj kot 1 leto","moški","31-40","osrednjeslovenska regija"
"2021/09/11 11:23:11 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","4500€ - 5499€","tujina, ZDA","tujina, ZDA","7 - 8 let","da, za polni delovni čas","ne","da","2 - 4","7500€ - 8499€","40 - 55","tujina, Evropska unija","tujina, Evropska unija","","vodja ekipe (team lead)","","","ženska","31-40","osrednjeslovenska regija"
"2021/09/11 11:55:21 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","manj kot 1 leto","ne, delodajalec ne omogoča dela na daljavo","ne","ne","","","","","","drugo","produktni/projektni vodja (PM)","več kot 10 let","več kot 10 let","moški","31-40","osrednjeslovenska regija"
"2021/09/12 12:20:04 AM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","več kot 10500€","85 - 99%","tujina, Evropska unija","tujina, Evropska unija","JavaScript;C#","svetovalec/ka za specifično tehnologijo","več kot 10 let","več kot 10 let","moški","31-40","jugovzhodna regija"
"2021/09/12 12:31:19 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","1 - 2 leti","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","C#;C++;C","svetovalec/ka za specifično tehnologijo","4 - 5 let","1 - 2 leti","moški","26-30","obalno-kraška regija"
"2021/09/12 7:05:56 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","6500€ - 7499€","tujina, Evropska unija","tujina, Evropska unija","2 - 3 leta","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;PHP;C++;C;Bash","spletni razvijalec/ka (full-stack)","več kot 10 let","več kot 10 let","moški","41-50","gorenjska regija"
"2021/09/12 9:59:43 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","drugo","2000€ - 2499€","tujina, Evropska unija","Slovenija","2 - 3 leta","ne, delodajalec ne omogoča dela na daljavo","da","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;C;Bash","DevOps","8 - 9 let","3 - 4 leta","moški","26-30","gorenjska regija"
"2021/09/12 10:27:51 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","5 - 6 let","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;PHP","spletni razvijalec/ka (front-end)","več kot 10 let","9 - 10 let","moški","31-40","podravska regija"
"2021/09/12 11:11:39 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","3 - 4 leta","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;C++;drugo;lotus notes script :S","spletni razvijalec/ka (back-end)","9 - 10 let","4 - 5 let","ženska","31-40","osrednjeslovenska regija"
"2021/09/12 11:15:16 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","tujina, Evropska unija","tujina, Evropska unija","5 - 6 let","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;TypeScript","spletni razvijalec/ka (back-end)","več kot 10 let","6 - 7 let","moški","31-40","podravska regija"
"2021/09/12 11:15:48 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, Evropska unija","tujina, Evropska unija","3 - 4 leta","da, za polni delovni čas","ne","ne","","","","","","Python","specialist/ka strojnega učenja","več kot 10 let","3 - 4 leta","moški","26-30","osrednjeslovenska regija"
"2021/09/12 12:38:57 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3500€ - 3999€","Slovenija","Slovenija","več kot 10 let","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","HTML/CSS (sass/scss/...);SQL;Python;PHP;Go;Bash","sistemski administrator/ka","5 - 6 let","manj kot 1 leto","moški","31-40","gorenjska regija"
"2021/09/12 2:32:34 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","tujina, Evropska unija","Slovenija","manj kot 1 leto","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","Java;C#;Swift;Kotlin","razvijalec/ka mobilnih aplikacij (iOS)","8 - 9 let","6 - 7 let","moški","26-30","podravska regija"
"2021/09/12 3:50:45 PM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","3000€ - 3499€","70 - 84","Slovenija","Slovenija","HTML/CSS (sass/scss/...);SQL;Java","DevOps","več kot 10 let","6 - 7 let","moški","26-30","jugovzhodna regija"
"2021/09/12 4:32:04 PM GMT+2","dijak/študent (delo opravljam prek študentske napotnice)","6,0€ - 6,99€","med 20 - 40 ur","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;PHP;C++;C","spletni razvijalec/ka (back-end)","6 - 7 let","1 - 2 leti","moški","19-25","osrednjeslovenska regija"
"2021/09/12 5:07:41 PM GMT+2","redno zaposlen/a","","","pogodba za določen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","tujina, Evropska unija","manj kot 1 leto","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);Java;PHP;TypeScript","spletni razvijalec/ka (full-stack)","1 - 2 leti","1 - 2 leti","moški","26-30","osrednjeslovenska regija"
"2021/09/12 6:52:07 PM GMT+2","dijak/študent (delo opravljam prek študentske napotnice)","6,0€ - 6,99€","med 20 - 40 ur","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;TypeScript","spletni razvijalec/ka (full-stack)","1 - 2 leti","1 - 2 leti","moški","19-25","osrednjeslovenska regija"
"2021/09/12 8:31:28 PM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","5 - 9","6500€ - 7499€","70 - 84","tujina, ZDA","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;TypeScript;drugo","spletni razvijalec/ka (front-end)","7 - 8 let","5 - 6 let","moški","26-30","podravska regija"
"2021/09/12 9:43:14 PM GMT+2","nezaposlen/a","","","","","","","","","","","","","","","","","SQL;Java;Python;PHP;C;Bash;Perl;drugo","sistemski administrator/ka","več kot 10 let","7 - 8 let","moški","več kot 50 let","pomurska regija"
"2021/09/12 9:50:32 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","več kot 8500€","tujina, Evropska unija","Slovenija","3 - 4 leta","da, za polni delovni čas","ne","da","","","","","","Python;Bash","vodja ekipe (team lead)","","več kot 10 let","moški","31-40","osrednjeslovenska regija"
"2021/09/12 9:59:34 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","3 - 4 leta","ne, delodajalec ne omogoča dela na daljavo","da","ne","","","","","","Java;Python;PHP;C++;C;Bash;powershell","spletni razvijalec/ka (back-end)","8 - 9 let","9 - 10 let","moški","31-40","osrednjeslovenska regija"
"2021/09/12 10:01:04 PM GMT+2","nezaposlen/a","","","","","","","","","","","","","","","","","C++;C","drugo","več kot 10 let","manj kot 1 leto","moški","41-50","osrednjeslovenska regija"
"2021/09/12 10:03:16 PM GMT+2","dijak/študent (delo opravljam prek študentske napotnice)","6,0€ - 6,99€","manj kot 20 ur","","","","","","","","","","","","","","","Python;C++;C","razvijalec/ka namiznih aplikacij","2 - 3 leta","2 - 3 leta","moški","19-25","obalno-kraška regija"
"2021/09/12 10:05:41 PM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","1","več kot 10500€","100%","tujina, ZDA","tujina, ZDA","JavaScript;Java;Python;C++;TypeScript;Scala;Bash;rust","sistemski integrator/ka","več kot 10 let","več kot 10 let","moški","31-40","osrednjeslovenska regija"
"2021/09/12 10:10:28 PM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","9500€ - 10499€","55 - 70","tujina, Evropska unija","tujina, Evropska unija","HTML/CSS (sass/scss/...);SQL;Python;Nix","vodja razvoja (CTO)","več kot 10 let","več kot 10 let","moški","31-40","osrednjeslovenska regija"
"2021/09/12 10:11:01 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","2 - 3 leta","ne, čeprav delodajalec omogoča delo na daljavo","ne","da","2 - 4","500€ - 999€","70 - 84","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;TypeScript;Bash","spletni razvijalec/ka (full-stack)","5 - 6 let","4 - 5 let","moški","31-40","savinjska regija"
"2021/09/12 10:12:55 PM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","1","3500€ - 4000€","100%","tujina, ZDA","tujina, drugo","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;PHP;TypeScript;Bash","spletni razvijalec/ka (full-stack)","več kot 10 let","5 - 6 let","moški","26-30","osrednjeslovenska regija"
"2021/09/12 10:27:46 PM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","več kot 10500€","70 - 84","tujina, ZDA","tujina, ZDA","Python;Bash","DevOps","7 - 8 let","7 - 8 let","moški","31-40","gorenjska regija"
"2021/09/12 10:38:08 PM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","3500€ - 4000€","70 - 84","tujina, drugo","tujina, drugo","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;C++;TypeScript","spletni razvijalec/ka (back-end)","več kot 10 let","4 - 5 let","moški","31-40","osrednjeslovenska regija"
"2021/09/12 10:54:26 PM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","1","4500€ - 5499€","100%","tujina, drugo","tujina, drugo","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;PHP;TypeScript;Bash","vodja razvoja (CTO)","več kot 10 let","več kot 10 let","moški","41-50","osrednjeslovenska regija"
"2021/09/12 11:33:52 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","4500€ - 5499€","tujina, ZDA","tujina, ZDA","manj kot 1 leto","da, za polni delovni čas","ne","ne","","","","","","SQL;Python;Go;Bash","DevOps","3 - 4 leta","3 - 4 leta","moški","26-30","osrednjeslovenska regija"
"2021/09/12 11:42:24 PM GMT+2","dijak/študent (delo opravljam prek študentske napotnice)","10,00€ - 10,99€","40 ur (polni delovnik)","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java","spletni razvijalec/ka (front-end)","1 - 2 leti","manj kot 1 leto","moški","19-25","gorenjska regija"
"2021/09/13 12:16:04 AM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","3000€ - 3499€","40 - 55","tujina, Evropska unija","tujina, Evropska unija","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;PHP;C++;C;TypeScript;Go;Kotlin;Bash;Perl","drugo","več kot 10 let","več kot 10 let","moški","41-50","osrednjeslovenska regija"
"2021/09/13 12:21:12 AM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","1","5500€ - 6499€","85 - 99%","tujina, drugo","tujina, drugo","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;Ruby;Bash","spletni razvijalec/ka (back-end)","5 - 6 let","5 - 6 let","moški","26-30","osrednjeslovenska regija"
"2021/09/13 2:13:54 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","2 - 3 leta","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;PHP;C++;C;TypeScript;Bash","spletni razvijalec/ka (front-end)","5 - 6 let","2 - 3 leta","moški","19-25","gorenjska regija"
"2021/09/13 7:58:53 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","tujina, Evropska unija","Slovenija","6 - 7 let","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;SQL;Java;Python;Ruby;Bash","vodja ekipe (team lead)","več kot 10 let","več kot 10 let","moški","41-50","osrednjeslovenska regija"
"2021/09/13 8:04:14 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","tujina, Evropska unija","Slovenija","2 - 3 leta","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);PHP","spletni razvijalec/ka (back-end)","4 - 5 let","3 - 4 leta","ženska","26-30","podravska regija"
"2021/09/13 8:09:03 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","4500€ - 5499€","tujina, Evropska unija","Slovenija","4 - 5 let","da, a manj kot polni delovni čas","ne","ne","","","","","","SQL;Java;Python;Go;Kotlin","spletni razvijalec/ka (back-end)","več kot 10 let","7 - 8 let","moški","31-40","osrednjeslovenska regija"
"2021/09/13 8:11:44 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","tujina, drugo","Slovenija","manj kot 1 leto","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;Bash","sistemski integrator/ka","več kot 10 let","5 - 6 let","moški","31-40","osrednjeslovenska regija"
"2021/09/13 8:58:59 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, Evropska unija","Slovenija","2 - 3 leta","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;PHP","razvijalec/ka namiznih aplikacij","7 - 8 let","3 - 4 leta","moški","19-25","gorenjska regija"
"2021/09/13 9:01:40 AM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","5 - 9","3000€ - 3499€","55 - 70","tujina, drugo","tujina, drugo","HTML/CSS (sass/scss/...);C++;C;Objective-C","svetovalec/ka za specifično tehnologijo","več kot 10 let","več kot 10 let","moški","41-50","osrednjeslovenska regija"
"2021/09/13 9:10:23 AM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","6500€ - 7499€","85 - 99%","tujina, Evropska unija","tujina, Evropska unija","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;PHP;Swift;Go;Bash","vodja razvoja (CTO)","5 - 6 let","4 - 5 let","moški","31-40","primorsko-notranjska regija"
"2021/09/13 9:18:12 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","tujina, drugo","Slovenija","3 - 4 leta","da, a manj kot polni delovni čas","da","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;TypeScript","spletni razvijalec/ka (front-end)","5 - 6 let","3 - 4 leta","moški","31-40","osrednjeslovenska regija"
"2021/09/13 9:28:53 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","1 - 2 leti","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;PHP;C++;C;TypeScript;Kotlin","spletni razvijalec/ka (full-stack)","več kot 10 let","8 - 9 let","moški","31-40","jugovzhodna regija"
"2021/09/13 9:29:51 AM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","1","6500€ - 7499€","100%","tujina, ZDA","tujina, ZDA","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;C;TypeScript;Bash","spletni razvijalec/ka (back-end)","7 - 8 let","3 - 4 leta","moški","26-30","osrednjeslovenska regija"
"2021/09/13 9:36:01 AM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","več kot 10500€","85 - 99%","tujina, ZDA","tujina, ZDA","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;PHP;Go;Bash","vodja razvoja (CTO)","več kot 10 let","več kot 10 let","moški","41-50","osrednjeslovenska regija"
"2021/09/13 9:47:14 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","drugo","2500€ - 2999€","tujina, Evropska unija","Slovenija","več kot 10 let","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","Python;Bash","svetovalec/ka za specifično tehnologijo","več kot 10 let","1 - 2 leti","moški","31-40","osrednjeslovenska regija"
"2021/09/13 10:12:04 AM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","2 - 3 leta","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;SQL;C#;drugo","produktni/projektni vodja (PM)","2 - 3 leta","2 - 3 leta","moški","26-30","osrednjeslovenska regija"
"2021/09/13 12:21:41 PM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","1","5500€ - 6499€","100%","tujina, ZDA","tujina, ZDA","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;PHP;C++;TypeScript;Bash","spletni razvijalec/ka (full-stack)","več kot 10 let","8 - 9 let","moški","31-40","osrednjeslovenska regija"
"2021/09/13 1:30:36 PM GMT+2","dijak/študent (delo opravljam prek študentske napotnice)","9,00€ - 9,99€","40 ur (polni delovnik)","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;PHP","spletni razvijalec/ka (full-stack)","3 - 4 leta","2 - 3 leta","moški","19-25","osrednjeslovenska regija"
"2021/09/13 2:50:16 PM GMT+2","redno zaposlen/a","","","pogodba za določen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;C#;Python;C++;C;Bash","razvijalec/ka namiznih aplikacij","več kot 10 let","2 - 3 leta","moški","26-30","podravska regija"
"2021/09/13 3:22:59 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","2 - 3 leta","da, za polni delovni čas","da","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);TypeScript","UI/UX razvijalec/ka","3 - 4 leta","manj kot 1 leto","moški","19-25","gorenjska regija"
"2021/09/13 4:49:35 PM GMT+2","dijak/študent (delo opravljam prek študentske napotnice)","10,00€ - 10,99€","med 20 - 40 ur","","","","","","","","","","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;PHP;C++;C;TypeScript;Go;Bash","spletni razvijalec/ka (full-stack)","6 - 7 let","3 - 4 leta","moški","19-25","osrednjeslovenska regija"
"2021/09/13 5:36:33 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","manj kot 1 leto","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;PHP","sistemski administrator/ka","2 - 3 leta","manj kot 1 leto","moški","19-25","savinjska regija"
"2021/09/13 6:14:00 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","4000€ - 4499€","tujina, ZDA","Slovenija","2 - 3 leta","da, za polni delovni čas","ne","ne","","","","","","SQL;Python;Bash","vodja ekipe (team lead)","več kot 10 let","več kot 10 let","moški","31-40","osrednjeslovenska regija"
"2021/09/13 6:29:10 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","7 - 8 let","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;C#","spletni razvijalec/ka (back-end)","več kot 10 let","več kot 10 let","moški","41-50","osrednjeslovenska regija"
"2021/09/13 7:54:19 PM GMT+2","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","4000€ - 4499€","55 - 70","tujina, ZDA","tujina, drugo","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;Go;Bash","spletni razvijalec/ka (full-stack)","več kot 10 let","3 - 4 leta","moški","19-25","zasavska regija"
"2021/09/13 7:55:13 PM GMT+2","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1024,25€ - 1499€","Slovenija","Slovenija","6 - 7 let","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;Bash;drugo;Solidity","spletni razvijalec/ka (full-stack)","9 - 10 let","7 - 8 let","moški","31-40","osrednjeslovenska regija"
