"Timestamp","Tvoj trenutni status","Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.","V zadnjih treh mesecih sem povprečno delal/a na teden","Vrsta zaposlitve","Obseg dela","Povprečna mesečna BRUTO plača v zadnjih treh mesecih.","Primarno tržišče delodajalca","Sedež delodajalca je","Koliko let si že zaposlen/a pri trenutnem delodajalcu?","Opravljaš delo na daljavo (remote work)?","Ali trenutno aktivno iščeš novo zaposlitev?","Imaš odprt še s.p.? (""popoldanski s.p."")","Število različnih naročnikov v zadnjih 6 mesecih","Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih","Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?","Primarno tržišče največjega naročnika je ","Sedež največjega naročnika je ","Znam naslednje programske jezike","Največ dela opravim kot...","Koliko let že programiraš?","Koliko let poklicno programiraš?","Identificiram se kot","Starost","Prebivam v..."
"2022/10/19 6:19:45 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","tujina, Evropska unija","Slovenija","5 - 6 let","da, a manj kot polni delovni čas","ne","ne","","","","","","Python;Bash","specialist/ka strojnega učenja","več kot 10 let","7 - 8 let","moški","26-30","jugovzhodna regija"
"2022/10/19 6:22:33 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","7500€ - 7999€","85 - 99%","tujina, drugo","tujina, drugo","Go;Bash","DevOps","več kot 10 let","več kot 10 let","moški","31-40","osrednjeslovenska regija"
"2022/10/19 6:26:03 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","2 - 3 leta","ne, delodajalec ne omogoča dela na daljavo","ne","ne","","","","","","HTML/CSS (sass/scss/...);SQL;C++","administrator/ka podatkovnih sistemov","4 - 5 let","2 - 3 leta","ženska","26-30","jugovzhodna regija"
"2022/10/19 6:31:48 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","7000€ - 7499€","70 - 84","tujina, ZDA","tujina, ZDA","JavaScript;HTML/CSS (sass/scss/...);TypeScript","spletni razvijalec/ka (front-end)","6 - 7 let","6 - 7 let","moški","26-30","podravska regija"
"2022/10/19 6:36:26 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","drugo","4000€ - 4499€","Slovenija","Slovenija","2 - 3 leta","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;SQL;Java;C#;Python;TypeScript;Scala;Bash","drugo","več kot 10 let","več kot 10 let","moški","41-50","osrednjeslovenska regija"
"2022/10/19 6:37:05 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3500€ - 3999€","Slovenija","Slovenija","4 - 5 let","da, a manj kot polni delovni čas","ne","ne","","","","","","Python","sistemski administrator/ka","manj kot 1 leto","manj kot 1 leto","moški","31-40","savinjska regija"
"2022/10/19 6:44:11 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","1 - 2 leti","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...)","spletni razvijalec/ka (front-end)","9 - 10 let","9 - 10 let","moški","31-40","osrednjeslovenska regija"
"2022/10/19 6:45:55 AM GMT+1","redno zaposlen/a","","","pogodba za določen čas","40 ur na teden (polni delovni čas)","4000€ - 4499€","tujina, Evropska unija","Slovenija","8 - 9 let","da, a manj kot polni delovni čas","ne","ne","","","","","","Python;C","vodja ekipe (team lead)","9 - 10 let","9 - 10 let","moški","31-40","osrednjeslovenska regija"
"2022/10/19 6:51:20 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","6 - 7 let","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;C#","spletni razvijalec/ka (full-stack)","več kot 10 let","6 - 7 let","moški","26-30","podravska regija"
"2022/10/19 6:55:52 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","7 - 8 let","ne, delodajalec ne omogoča dela na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;PHP;TypeScript","spletni razvijalec/ka (full-stack)","več kot 10 let","več kot 10 let","moški","31-40","osrednjeslovenska regija"
"2022/10/19 6:58:15 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","manj kot 1 leto","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","SQL;Java;Bash;pro*C","spletni razvijalec/ka (back-end)","9 - 10 let","5 - 6 let","ženska","26-30","osrednjeslovenska regija"
"2022/10/19 7:01:24 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3500€ - 3999€","Slovenija","Slovenija","manj kot 1 leto","ne, čeprav delodajalec omogoča delo na daljavo","ne","da","2 - 4","1500€ - 1999€","55 - 70","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);Python;TypeScript","spletni razvijalec/ka (front-end)","3 - 4 leta","2 - 3 leta","moški","31-40","osrednjeslovenska regija"
"2022/10/19 7:03:01 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","tujina, Evropska unija","tujina, Evropska unija","2 - 3 leta","da, a manj kot polni delovni čas","ne","ne","","","","","","","produktni/projektni vodja (PM)","3 - 4 leta","2 - 3 leta","moški","26-30","osrednjeslovenska regija"
"2022/10/19 7:06:45 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","8000€ - 8499€","85 - 99%","tujina, Evropska unija","tujina, drugo","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python;TypeScript;Kotlin","spletni razvijalec/ka (full-stack)","7 - 8 let","6 - 7 let","moški","26-30","osrednjeslovenska regija"
"2022/10/19 7:08:16 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, Evropska unija","Slovenija","1 - 2 leti","ne, delodajalec ne omogoča dela na daljavo","ne","ne","","","","","","SQL;Kotlin","razvijalec/ka mobilnih aplikacij (Android)","5 - 6 let","3 - 4 leta","moški","26-30","podravska regija"
"2022/10/19 7:12:02 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","5000€ - 5499€","Slovenija","tujina, Evropska unija","1 - 2 leti","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;TypeScript;Go;Bash","spletni razvijalec/ka (back-end)","8 - 9 let","7 - 8 let","moški","26-30","osrednjeslovenska regija"
"2022/10/19 7:12:26 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","7000€ - 7499€","Slovenija","Slovenija","5 - 6 let","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","Bash","sistemski administrator/ka","","","moški","31-40","osrednjeslovenska regija"
"2022/10/19 7:23:13 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","1 - 2 leti","da, a manj kot polni delovni čas","da","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;Python","spletni razvijalec/ka (back-end)","3 - 4 leta","1 - 2 leti","moški","19-25","jugovzhodna regija"
"2022/10/19 7:25:50 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, Evropska unija","Slovenija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);PHP;TypeScript","spletni razvijalec/ka (front-end)","4 - 5 let","3 - 4 leta","moški","26-30","osrednjeslovenska regija"
"2022/10/19 7:27:10 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","1 - 2 leti","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);PHP","spletni razvijalec/ka (front-end)","7 - 8 let","2 - 3 leta","moški","26-30","koroška regija"
"2022/10/19 7:32:47 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, Evropska unija","Slovenija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","SQL;Go;Bash","spletni razvijalec/ka (back-end)","4 - 5 let","1 - 2 leti","moški","26-30","osrednjeslovenska regija"
"2022/10/19 7:33:06 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","tujina, drugo","Slovenija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","SQL;Java;Python;R, Matlab, Ocaml","specialist/ka strojnega učenja","3 - 4 leta","1 - 2 leti","moški","26-30","osrednjeslovenska regija"
"2022/10/19 7:33:35 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","4000€ - 4499€","tujina, Evropska unija","Slovenija","5 - 6 let","da, a manj kot polni delovni čas","ne","ne","","","","","","Bash","sistemski administrator/ka","več kot 10 let","več kot 10 let","moški","41-50","savinjska regija"
"2022/10/19 7:34:32 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","1","3000€ - 3499€","100%","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;TypeScript","spletni razvijalec/ka (full-stack)","7 - 8 let","5 - 6 let","moški","26-30","osrednjeslovenska regija"
"2022/10/19 7:36:30 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","6 - 7 let","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;Python","spletni razvijalec/ka (full-stack)","8 - 9 let","5 - 6 let","moški","26-30","goriška regija"
"2022/10/19 7:44:48 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","3 - 4 leta","ne, delodajalec ne omogoča dela na daljavo","da","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);C#;C++;TypeScript","spletni razvijalec/ka (front-end)","5 - 6 let","3 - 4 leta","moški","19-25","goriška regija"
"2022/10/19 7:45:03 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","5000€ - 5499€","Slovenija","Slovenija","6 - 7 let","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);TypeScript","drugo","več kot 10 let","8 - 9 let","moški","31-40","savinjska regija"
"2022/10/19 7:56:26 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","7 - 8 let","ne, čeprav delodajalec omogoča delo na daljavo","da","ne","","","","","","SQL;Java","sistemski integrator/ka","več kot 10 let","9 - 10 let","moški","31-40","podravska regija"
"2022/10/19 7:56:49 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","6000€ - 6499€","tujina, Evropska unija","tujina, Evropska unija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","HTML/CSS (sass/scss/...)","UI/UX razvijalec/ka","5 - 6 let","manj kot 1 leto","moški","31-40","osrednjeslovenska regija"
"2022/10/19 7:58:44 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","tujina, Evropska unija","tujina, Evropska unija","manj kot 1 leto","da, za polni delovni čas","ne","ne","","","","","","JavaScript;C#;Go;Bash","DevOps","4 - 5 let","3 - 4 leta","moški","26-30","savinjska regija"
"2022/10/19 8:03:34 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","1 - 2 leti","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","HTML/CSS (sass/scss/...)","produktni/projektni vodja (PM)","manj kot 1 leto","","ženska","31-40","osrednjeslovenska regija"
"2022/10/19 8:04:56 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","6500€ - 6999€","70 - 84","tujina, drugo","tujina, drugo","Java","drugo","6 - 7 let","5 - 6 let","moški","31-40","osrednjeslovenska regija"
"2022/10/19 8:05:13 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3500€ - 3999€","tujina, ZDA","Slovenija","7 - 8 let","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","C++;C;LabVIEW","razvijalec/ka embedded sistemov/aplikacij","8 - 9 let","7 - 8 let","moški","31-40","osrednjeslovenska regija"
"2022/10/19 8:07:33 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","6000€ - 6499€","tujina, drugo","Slovenija","več kot 10 let","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","SQL;PHP;C++;C;Bash","vodja razvoja (CTO)","več kot 10 let","več kot 10 let","moški","41-50","osrednjeslovenska regija"
"2022/10/19 8:09:36 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","manj kot 1 leto","ne, delodajalec ne omogoča dela na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;TypeScript","spletni razvijalec/ka (front-end)","1 - 2 leti","manj kot 1 leto","moški","26-30","osrednjeslovenska regija"
"2022/10/19 8:15:35 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","4500€ - 4999€","Slovenija","Slovenija","8 - 9 let","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","SQL;C#","spletni razvijalec/ka (back-end)","več kot 10 let","9 - 10 let","moški","31-40","podravska regija"
"2022/10/19 8:19:04 AM GMT+1","redno zaposlen/a","","","pogodba za določen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;Python;C++;TypeScript;Flutter, Dart","spletni razvijalec/ka (full-stack)","3 - 4 leta","2 - 3 leta","moški","19-25","savinjska regija"
"2022/10/19 8:19:19 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","7000€ - 7499€","Slovenija","Slovenija","manj kot 1 leto","ne, čeprav delodajalec omogoča delo na daljavo","ne","da","2 - 4","7000€ - 7499€","70 - 84","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;Python;TypeScript;Bash;ABAP","spletni razvijalec/ka (full-stack)","več kot 10 let","več kot 10 let","moški","31-40","osrednjeslovenska regija"
"2022/10/19 8:19:24 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, ZDA","tujina, ZDA","1 - 2 leti","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);PHP","spletni razvijalec/ka (front-end)","2 - 3 leta","1 - 2 leti","moški","26-30","osrednjeslovenska regija"
"2022/10/19 8:20:15 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","3 - 4 leta","ne, čeprav delodajalec omogoča delo na daljavo","da","ne","","","","","","","drugo","manj kot 1 leto","manj kot 1 leto","ženska","31-40","osrednjeslovenska regija"
"2022/10/19 8:20:23 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","4000€ - 4499€","Slovenija","Slovenija","7 - 8 let","da, za polni delovni čas","da","ne","","","","","","HTML/CSS (sass/scss/...);SQL;Java;C#","spletni razvijalec/ka (back-end)","7 - 8 let","7 - 8 let","moški","31-40","podravska regija"
"2022/10/19 8:21:56 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","5500€ - 5999€","tujina, Evropska unija","Slovenija","9 - 10 let","da, a manj kot polni delovni čas","ne","ne","","","","","","HTML/CSS (sass/scss/...);SQL;Java;Python;Kotlin","vodja razvoja (CTO)","več kot 10 let","več kot 10 let","moški","31-40","osrednjeslovenska regija"
"2022/10/19 8:23:18 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","5000€ - 5499€","Slovenija","","6 - 7 let","da, za polni delovni čas","ne","ne","","","","","","Java;C#;Python","spletni razvijalec/ka (back-end)","več kot 10 let","7 - 8 let","moški","31-40","podravska regija"
"2022/10/19 8:24:39 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, Evropska unija","Slovenija","več kot 10 let","da, za polni delovni čas","ne","ne","","","","","","SQL;C++;C;Bash","razvijalec/ka namiznih aplikacij","več kot 10 let","več kot 10 let","moški","več kot 50 let","osrednjeslovenska regija"
"2022/10/19 8:27:15 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","tujina, drugo","tujina, drugo","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","SQL;Java;Python;C;Go","specialist/ka strojnega učenja","4 - 5 let","3 - 4 leta","ženska","26-30","jugovzhodna regija"
"2022/10/19 8:29:37 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","6000€ - 6499€","55 - 70","tujina, ZDA","tujina, ZDA","JavaScript;HTML/CSS (sass/scss/...);SQL;TypeScript","spletni razvijalec/ka (full-stack)","več kot 10 let","5 - 6 let","moški","26-30","osrednjeslovenska regija"
"2022/10/19 8:30:55 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","3 - 4 leta","ne, delodajalec ne omogoča dela na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;PHP","UI/UX razvijalec/ka","8 - 9 let","5 - 6 let","moški","26-30","osrednjeslovenska regija"
"2022/10/19 8:37:54 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","1500€ - 1999€","Slovenija","Slovenija","1 - 2 leti","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;PHP;C","sistemski administrator/ka","7 - 8 let","1 - 2 leti","moški","26-30","goriška regija"
"2022/10/19 8:40:32 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","več kot 10000€","85 - 99%","tujina, ZDA","tujina, ZDA","JavaScript;SQL;Python;TypeScript","vodja ekipe (team lead)","9 - 10 let","6 - 7 let","moški","26-30","osrednjeslovenska regija"
"2022/10/19 8:42:13 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","4 - 5 let","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);Java;TypeScript","spletni razvijalec/ka (full-stack)","6 - 7 let","4 - 5 let","moški","31-40","osrednjeslovenska regija"
"2022/10/19 8:44:46 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","tujina, Evropska unija","Slovenija","manj kot 1 leto","da, za polni delovni čas","ne","ne","","","","","","Salesforce","spletni razvijalec/ka (full-stack)","6 - 7 let","5 - 6 let","moški","26-30","osrednjeslovenska regija"
"2022/10/19 8:45:46 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","4500€ - 4999€","tujina, Evropska unija","Slovenija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","HTML/CSS (sass/scss/...);SQL;C#;Python","spletni razvijalec/ka (back-end)","več kot 10 let","več kot 10 let","moški","31-40","podravska regija"
"2022/10/19 8:45:53 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","več kot 10000€","tujina, Evropska unija","Slovenija","1 - 2 leti","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;PHP;C++;C;TypeScript;Go;Bash","spletni razvijalec/ka (full-stack)","več kot 10 let","več kot 10 let","moški","41-50","osrednjeslovenska regija"
"2022/10/19 8:47:04 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","1 - 2 leti","da, za polni delovni čas","ne","ne","","","","","","HTML/CSS (sass/scss/...);SQL;PHP;Go","spletni razvijalec/ka (back-end)","več kot 10 let","več kot 10 let","moški","41-50","osrednjeslovenska regija"
"2022/10/19 8:55:31 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","tujina, drugo","Slovenija","9 - 10 let","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;PHP;C++;C;TypeScript;Objective-C;Go;Scala;Bash","spletni razvijalec/ka (back-end)","več kot 10 let","več kot 10 let","moški","31-40","osrednjeslovenska regija"
"2022/10/19 8:55:40 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","4000€ - 4499€","tujina, Evropska unija","tujina, Evropska unija","2 - 3 leta","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;PHP;C++;C;TypeScript;Ruby;Swift;Go;Kotlin;Bash","DevOps","več kot 10 let","več kot 10 let","moški","31-40","osrednjeslovenska regija"
"2022/10/19 8:59:06 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3500€ - 3999€","Slovenija","Slovenija","2 - 3 leta","da, a manj kot polni delovni čas","ne","ne","","","","","","C#","spletni razvijalec/ka (full-stack)","7 - 8 let","4 - 5 let","moški","26-30","jugovzhodna regija"
"2022/10/19 8:59:27 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","4000€ - 4499€","85 - 99%","tujina, drugo","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;C#;Python;PHP;C++;TypeScript","spletni razvijalec/ka (full-stack)","več kot 10 let","8 - 9 let","moški","31-40","savinjska regija"
"2022/10/19 9:00:05 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","tujina, Evropska unija","Slovenija","manj kot 1 leto","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;Python;TypeScript","spletni razvijalec/ka (full-stack)","3 - 4 leta","4 - 5 let","ženska","26-30","osrednjeslovenska regija"
"2022/10/19 9:04:43 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","1 - 2 leti","da, za polni delovni čas","ne","ne","","","","","","Java","razvijalec/ka mobilnih aplikacij (Android)","5 - 6 let","3 - 4 leta","moški","26-30","osrednjeslovenska regija"
"2022/10/19 9:05:05 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","8000€ - 8499€","70 - 84","tujina, drugo","tujina, drugo","JavaScript;HTML/CSS (sass/scss/...);SQL;Python;PHP;C++;C;TypeScript;Go;Bash;Perl","svetovalec/ka za specifično tehnologijo","več kot 10 let","več kot 10 let","moški","41-50","podravska regija"
"2022/10/19 9:06:20 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","2 - 4","3500€ - 3999€","40 - 55","tujina, Evropska unija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);C#;TypeScript","spletni razvijalec/ka (full-stack)","6 - 7 let","5 - 6 let","moški","26-30","osrednjeslovenska regija"
"2022/10/19 9:27:25 AM GMT+1","delo opravljam prek s. p.","","","","","","","","","","","","1","5000€ - 5499€","85 - 99%","Slovenija","Slovenija","JavaScript;HTML/CSS (sass/scss/...);SQL;PHP;Go","spletni razvijalec/ka (full-stack)","več kot 10 let","več kot 10 let","moški","31-40","koroška regija"
"2022/10/19 9:28:54 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2000€ - 2499€","Slovenija","Slovenija","3 - 4 leta","da, a manj kot polni delovni čas","ne","ne","","","","","","SQL;C#","spletni razvijalec/ka (back-end)","3 - 4 leta","3 - 4 leta","moški","26-30","osrednjeslovenska regija"
"2022/10/19 9:29:16 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","4500€ - 4999€","tujina, drugo","Slovenija","1 - 2 leti","ne, čeprav delodajalec omogoča delo na daljavo","ne","ne","","","","","","JavaScript;SQL;Java;C#;TypeScript","vodja ekipe (team lead)","več kot 10 let","več kot 10 let","moški","31-40","goriška regija"
"2022/10/19 9:31:37 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","1 - 2 leti","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;C#;Python;TypeScript;Ruby;Swift;Objective-C;Kotlin;Bash","razvijalec/ka mobilnih aplikacij (iOS)","več kot 10 let","5 - 6 let","moški","26-30","primorsko-notranjska regija"
"2022/10/19 9:36:31 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","3000€ - 3499€","Slovenija","Slovenija","3 - 4 leta","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java","spletni razvijalec/ka (full-stack)","več kot 10 let","6 - 7 let","moški","31-40","gorenjska regija"
"2022/10/19 9:43:19 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","2500€ - 2999€","Slovenija","Slovenija","7 - 8 let","da, a manj kot polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);SQL;Java;PHP;C++","spletni razvijalec/ka (back-end)","več kot 10 let","več kot 10 let","moški","41-50","podravska regija"
"2022/10/19 9:43:22 AM GMT+1","redno zaposlen/a","","","pogodba za nedoločen čas","40 ur na teden (polni delovni čas)","5000€ - 5499€","Slovenija","Slovenija","7 - 8 let","da, za polni delovni čas","ne","ne","","","","","","JavaScript;HTML/CSS (sass/scss/...);C#;TypeScript","spletni razvijalec/ka (full-stack)","7 - 8 let","7 - 8 let","moški","31-40","gorenjska regija"
