Timestamp,Tvoj trenutni status,"Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.",V zadnjih treh mesecih sem povprečno delal/a na teden,Vrsta zaposlitve,Obseg dela,Povprečna mesečna BRUTO plača v zadnjih treh mesecih.,Tvoja celoletna BRUTO kompenzacija,Primarno tržišče delodajalca,Sedež delodajalca je,Koliko let si že zaposlen/a pri trenutnem delodajalcu?,Opravljaš delo na daljavo (remote work)?,Ali trenutno aktivno iščeš novo zaposlitev?,"Imaš odprt še s.p.? (""popoldanski s.p."")",Število različnih naročnikov v zadnjih 6 mesecih,Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih,Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?,Primarno tržišče največjega naročnika je ,Sedež največjega naročnika je ,Znam naslednje programske jezike,Največ dela opravim kot...,Koliko let že programiraš?,Koliko let poklicno programiraš?,Identificiram se kot,Starost,Prebivam v...
10/24/2023 18:37:10,delo opravljam prek s. p.,,,,,,,,,,,,,1,več kot 10000€,100%,"tujina, drugo","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, TypeScript, Ruby, Bash",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/24/2023 18:37:30,nezaposlen/a,,,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,savinjska regija
10/24/2023 18:47:10,dijak/študent (delo opravljam prek študentske napotnice),"9,00€ - 9,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"SQL, Java, Python, C++, Kotlin, Bash",razvijalec/ka mobilnih aplikacij (Android),7 - 8 let,1 - 2 leti,moški,19-25,gorenjska regija
10/24/2023 18:57:34,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,Slovenija,Slovenija,4 - 5 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, SCL",drugo,4 - 5 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/24/2023 19:00:17,dijak/študent (delo opravljam prek študentske napotnice),več kot 25€ na uro,med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript, Go",,5 - 6 let,4 - 5 let,moški,19-25,tujina
10/24/2023 19:04:07,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,9000€ - 9499€,70 - 84,"tujina, drugo","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, TypeScript",drugo,več kot 10 let,7 - 8 let,moški,31-40,osrednjeslovenska regija
10/24/2023 19:50:45,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,20000€ - 24999€,Slovenija,Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, C++, C, TypeScript",spletni razvijalec/ka (full-stack),3 - 4 leta,1 - 2 leti,moški,19-25,podravska regija
10/24/2023 19:52:30,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,"tujina, drugo",Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, C++, C, TypeScript, Swift, Go, Bash",drugo,4 - 5 let,2 - 3 leta,moški,31-40,obalno-kraška regija
10/24/2023 19:58:05,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,25000€ - 29999€,"tujina, drugo","tujina, ZDA",1 - 2 leti,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,Python,drugo,1 - 2 leti,manj kot 1 leto,moški,31-40,osrednjeslovenska regija
10/24/2023 20:00:42,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,Slovenija,Slovenija,4 - 5 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, C#, TypeScript",razvijalec/ka namiznih aplikacij,4 - 5 let,4 - 5 let,moški,26-30,savinjska regija
10/24/2023 20:12:55,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,45000€ - 49999€,"tujina, drugo","tujina, Evropska unija",1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, SQL, Java, Python",spletni razvijalec/ka (back-end),7 - 8 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/24/2023 20:24:49,delo opravljam prek s. p.,,,,,,,,,,,,,1,več kot 10000€,85 - 99%,"tujina, drugo","tujina, drugo","JavaScript, SQL, Python, C, TypeScript, Go, Bash, Solidity",razvijalec/ka embedded sistemov/aplikacij,več kot 10 let,7 - 8 let,moški,31-40,gorenjska regija
10/24/2023 20:26:38,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,3500€ - 3999€,85 - 99%,"tujina, ZDA","tujina, ZDA","JavaScript, SQL, C#, TypeScript",spletni razvijalec/ka (back-end),6 - 7 let,5 - 6 let,moški,26-30,osrednjeslovenska regija
10/24/2023 20:27:14,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,Slovenija,Slovenija,6 - 7 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP, TypeScript",vodja ekipe (team lead),več kot 10 let,7 - 8 let,moški,31-40,podravska regija
10/24/2023 20:31:40,delo opravljam prek s. p.,,,,,,,,,,,,,1,8500€ - 8999€,100%,"tujina, drugo","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, Ruby",vodja ekipe (team lead),9 - 10 let,7 - 8 let,moški,31-40,goriška regija
10/24/2023 20:33:47,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,8500€ - 8999€,70 - 84,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Bash",vodja ekipe (team lead),več kot 10 let,8 - 9 let,moški,31-40,jugovzhodna regija
10/24/2023 20:36:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,40000€ - 44999€,"tujina, Evropska unija",Slovenija,več kot 10 let,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, C++, Go",razvijalec/ka embedded sistemov/aplikacij,več kot 10 let,več kot 10 let,moški,31-40,gorenjska regija
10/24/2023 20:48:34,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 15000€,Slovenija,Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, Kotlin, Bash",spletni razvijalec/ka (full-stack),4 - 5 let,1 - 2 leti,moški,19-25,primorsko-notranjska regija
10/24/2023 20:50:50,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,7000€ - 7499€,70 - 84,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, TypeScript, Go",spletni razvijalec/ka (full-stack),4 - 5 let,3 - 4 leta,moški,19-25,podravska regija
10/24/2023 21:10:10,dijak/študent (delo opravljam prek študentske napotnice),"8,0€ - 8,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"HTML/CSS (sass/scss/...), SQL, Java, C#, Python, Kotlin",spletni razvijalec/ka (back-end),6 - 7 let,manj kot 1 leto,moški,19-25,goriška regija
10/24/2023 21:12:16,nezaposlen/a,,,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),6 - 7 let,manj kot 1 leto,moški,26-30,osrednjeslovenska regija
10/24/2023 21:33:47,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,Slovenija,Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (back-end),več kot 10 let,9 - 10 let,moški,31-40,goriška regija
10/24/2023 21:39:24,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,30000€ - 34999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, TypeScript",spletni razvijalec/ka (full-stack),6 - 7 let,,moški,26-30,pomurska regija
10/24/2023 22:06:03,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,5000€ - 5499€,85 - 99%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (back-end),več kot 10 let,9 - 10 let,moški,31-40,jugovzhodna regija
10/24/2023 22:10:00,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,65000€ - 69999€,"tujina, Evropska unija","tujina, Evropska unija",6 - 7 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java, C#, TypeScript",razvijalec/ka namiznih aplikacij,8 - 9 let,7 - 8 let,moški,31-40,podravska regija
10/24/2023 22:23:47,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 15000€,Slovenija,Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), TypeScript, Go",spletni razvijalec/ka (full-stack),5 - 6 let,2 - 3 leta,moški,19-25,podravska regija
10/24/2023 22:32:18,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,20000€ - 24999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, C++, Dart",spletni razvijalec/ka (full-stack),8 - 9 let,1 - 2 leti,moški,26-30,zasavska regija
10/24/2023 23:02:01,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,50000€ - 54999€,"tujina, drugo",Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,da,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, TypeScript, Bash",DevOps,6 - 7 let,2 - 3 leta,moški,19-25,obalno-kraška regija
10/24/2023 23:30:41,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,55000€ - 59999€,"tujina, drugo",Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, Bash",spletni razvijalec/ka (full-stack),9 - 10 let,5 - 6 let,moški,26-30,osrednjeslovenska regija
10/24/2023 23:38:45,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),več kot 10000€,pod 15000€,Slovenija,Slovenija,4 - 5 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, PHP, C++, C, TypeScript, Ruby, Swift, Objective-C, Go, Kotlin, Bash, Perl, Rust, ",specialist/ka strojnega učenja,9 - 10 let,6 - 7 let,moški,26-30,koroška regija
10/24/2023 23:43:41,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,15001€ - 19999€,"tujina, ZDA","tujina, Evropska unija",1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"Java, C#, Kotlin",razvijalec/ka mobilnih aplikacij (Android),7 - 8 let,5 - 6 let,moški,31-40,osrednjeslovenska regija
10/24/2023 23:49:39,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,40000€ - 44999€,Slovenija,Slovenija,manj kot 1 leto,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python",spletni razvijalec/ka (full-stack),7 - 8 let,5 - 6 let,moški,26-30,osrednjeslovenska regija
10/25/2023 2:05:58,dijak/študent (delo opravljam prek študentske napotnice),"10,00€ - 10,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript",spletni razvijalec/ka (full-stack),3 - 4 leta,1 - 2 leti,moški,19-25,savinjska regija
10/25/2023 5:23:44,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, TypeScript",spletni razvijalec/ka (back-end),3 - 4 leta,3 - 4 leta,moški,26-30,posavska regija
10/25/2023 6:15:05,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,5500€ - 5999€,70 - 84,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, TypeScript, Go",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,ženska,41-50,savinjska regija
10/25/2023 7:37:08,delo opravljam prek s. p.,,,,,,,,,,,,,1,8500€ - 8999€,100%,"tujina, ZDA","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/25/2023 7:46:13,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 15000€,"tujina, drugo","tujina, drugo",1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, Go, Bash",DevOps,5 - 6 let,4 - 5 let,moški,19-25,osrednjeslovenska regija
10/25/2023 8:02:03,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,,Slovenija,Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#",spletni razvijalec/ka (full-stack),5 - 6 let,3 - 4 leta,moški,26-30,pomurska regija
10/25/2023 8:02:52,redno zaposlen/a,,,pogodba za nedoločen čas,drugo,3500€ - 3999€,pod 15000€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Python, C++, TypeScript, Swift",spletni razvijalec/ka (front-end),7 - 8 let,5 - 6 let,ženska,26-30,podravska regija
10/25/2023 8:20:03,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,Slovenija,Slovenija,4 - 5 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, C++, TypeScript, Perl",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/25/2023 8:49:41,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,več kot 10000€,85 - 99%,"tujina, ZDA","tujina, ZDA","JavaScript, SQL, Java, Python, TypeScript, Go, Scala, Bash, Rust",spletni razvijalec/ka (back-end),več kot 10 let,6 - 7 let,moški,26-30,gorenjska regija
10/25/2023 8:51:45,delo opravljam prek s. p.,,,,,,,,,,,,,1,6500€ - 6999€,85 - 99%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, Java",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/25/2023 8:58:29,dijak/študent (delo opravljam prek študentske napotnice),"9,00€ - 9,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, C, TypeScript, Kotlin, Ocaml, Prolog",razvijalec/ka namiznih aplikacij,4 - 5 let,1 - 2 leti,moški,19-25,obalno-kraška regija
10/25/2023 9:02:56,delo opravljam prek s. p.,,,,,,,,,,,,,1,6000€ - 6499€,100%,"tujina, drugo","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, TypeScript",spletni razvijalec/ka (front-end),več kot 10 let,7 - 8 let,moški,31-40,osrednjeslovenska regija
10/25/2023 9:30:38,delo opravljam prek s. p.,,,,,,,,,,,,,1,4500€ - 4999€,85 - 99%,"tujina, ZDA","tujina, ZDA","JavaScript, SQL, Java, C#, PHP",vodja ekipe (team lead),6 - 7 let,4 - 5 let,moški,26-30,podravska regija
10/25/2023 9:53:17,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 15000€,"tujina, Evropska unija",Slovenija,3 - 4 leta,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"Python, C++, C",razvijalec/ka embedded sistemov/aplikacij,9 - 10 let,3 - 4 leta,moški,26-30,osrednjeslovenska regija
10/25/2023 9:57:45,delo opravljam prek s. p.,,,,,,,,,,,,,1,4000€ - 4499€,100%,"tujina, ZDA","tujina, ZDA","SQL, Java, PHP",spletni razvijalec/ka (back-end),več kot 10 let,7 - 8 let,moški,26-30,zasavska regija
10/25/2023 10:24:58,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, TypeScript, Swift",spletni razvijalec/ka (front-end),4 - 5 let,3 - 4 leta,moški,19-25,podravska regija
10/25/2023 11:09:13,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,4000€ - 4499€,70 - 84,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, TypeScript",spletni razvijalec/ka (full-stack),6 - 7 let,6 - 7 let,moški,26-30,obalno-kraška regija
10/25/2023 11:18:57,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),"1203,36€ (minimalna BRUTO plača)",15001€ - 19999€,Slovenija,Slovenija,več kot 10 let,"da, za polni delovni čas",ne,ne,,,,,,"SQL, Delphi",razvijalec/ka namiznih aplikacij,več kot 10 let,več kot 10 let,moški,več kot 50 let,gorenjska regija
10/25/2023 12:17:48,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,3500€ - 3999€,55 - 70,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), C#, Python, TypeScript",spletni razvijalec/ka (front-end),7 - 8 let,3 - 4 leta,moški,26-30,tujina
10/25/2023 13:03:26,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,,"tujina, drugo",Slovenija,6 - 7 let,"ne, čeprav delodajalec omogoča delo na daljavo",da,ne,,,,,,"C#, C++, C, Bash",razvijalec/ka embedded sistemov/aplikacij,9 - 10 let,7 - 8 let,moški,31-40,osrednjeslovenska regija
10/25/2023 14:34:13,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,6500€ - 6999€,85 - 99%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP",vodja razvoja (CTO),več kot 10 let,več kot 10 let,moški,31-40,gorenjska regija
10/25/2023 15:00:00,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,"tujina, drugo",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Python, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,3 - 4 leta,moški,31-40,osrednjeslovenska regija
10/25/2023 15:00:18,delo opravljam prek s. p.,,,,,,,,,,,,,1,2500€ - 2999€,85 - 99%,"tujina, ZDA",Slovenija,"SQL, Java, Python, C++, C, Objective-C",razvijalec/ka embedded sistemov/aplikacij,več kot 10 let,več kot 10 let,moški,31-40,gorenjska regija
10/25/2023 15:55:31,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,4500€ - 4999€,40 - 55,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, TypeScript, Swift, Objective-C, SwiftUI",razvijalec/ka mobilnih aplikacij (iOS),več kot 10 let,8 - 9 let,moški,31-40,obalno-kraška regija
10/25/2023 16:44:24,dijak/študent (delo opravljam prek študentske napotnice),"8,0€ - 8,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"SQL, Java, C#, Python",drugo,2 - 3 leta,1 - 2 leti,moški,19-25,jugovzhodna regija
10/25/2023 16:58:49,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,5000€ - 5499€,85 - 99%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, TypeScript, Bash",spletni razvijalec/ka (back-end),več kot 10 let,9 - 10 let,moški,31-40,savinjska regija
10/25/2023 19:15:13,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,da,2 - 4,pod 499€,85 - 99%,Slovenija,Slovenija,C#,spletni razvijalec/ka (full-stack),4 - 5 let,1 - 2 leti,ženska,31-40,posavska regija
10/25/2023 19:24:05,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,45000€ - 49999€,"tujina, Evropska unija","tujina, Evropska unija",2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#",spletni razvijalec/ka (back-end),9 - 10 let,6 - 7 let,ženska,31-40,osrednjeslovenska regija
10/25/2023 20:40:26,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6000€ - 6499€,75000€ - 79999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, C++, C, TypeScript",vodja razvoja (CTO),več kot 10 let,več kot 10 let,moški,41-50,obalno-kraška regija
10/25/2023 20:42:04,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,Slovenija,Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), C#, TypeScript",spletni razvijalec/ka (back-end),4 - 5 let,3 - 4 leta,moški,26-30,podravska regija
10/25/2023 21:29:01,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,55000€ - 59999€,"tujina, ZDA",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java, TypeScript, Go, Kotlin",spletni razvijalec/ka (back-end),9 - 10 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/25/2023 21:56:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,,"tujina, Evropska unija","tujina, ZDA",manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Python, C++",razvijalec/ka s statističnim/matematičnim ozadjem,3 - 4 leta,manj kot 1 leto,moški,26-30,osrednjeslovenska regija
10/26/2023 8:30:43,delo opravljam prek s. p.,,,,,,,,,,,,,1,4500€ - 4999€,85 - 99%,"tujina, ZDA","tujina, ZDA","HTML/CSS (sass/scss/...), Python, Bash",razvijalec/ka s statističnim/matematičnim ozadjem,več kot 10 let,7 - 8 let,moški,31-40,osrednjeslovenska regija
10/26/2023 12:08:32,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,60000€ - 64999€,"tujina, drugo","tujina, drugo",3 - 4 leta,"da, a manj kot polni delovni čas",,ne,,,,,,"JavaScript, Python, C++, C, Bash",specialist/ka strojnega učenja,9 - 10 let,9 - 10 let,moški,31-40,osrednjeslovenska regija
