Timestamp,Tvoj trenutni status,"Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.",V zadnjih treh mesecih sem povprečno delal/a na teden,Vrsta zaposlitve,Obseg dela,Povprečna mesečna BRUTO plača v zadnjih treh mesecih.,Tvoja celoletna BRUTO kompenzacija,Primarno tržišče delodajalca,Sedež delodajalca je,Koliko let si že zaposlen/a pri trenutnem delodajalcu?,Opravljaš delo na daljavo (remote work)?,Ali trenutno aktivno iščeš novo zaposlitev?,"Imaš odprt še s.p.? (""popoldanski s.p."")",Število različnih naročnikov v zadnjih 6 mesecih,Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih,Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?,Primarno tržišče največjega naročnika je ,Sedež največjega naročnika je ,Znam naslednje programske jezike,Največ dela opravim kot...,Koliko let že programiraš?,Koliko let poklicno programiraš?,Identificiram se kot,Starost,Prebivam v...
10/16/2023 18:37:56,delo opravljam prek s. p.,,,,,,,,,,,,,10 - 15,7000€ - 7499€,55 - 70,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, PHP, TypeScript, Bash, Perl",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/16/2023 18:39:34,delo opravljam prek s. p.,,,,,,,,,,,,,1,6500€ - 6999€,100%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Bash",DevOps,več kot 10 let,več kot 10 let,moški,31-40,podravska regija
10/16/2023 18:40:09,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,50000€ - 54999€,"tujina, Evropska unija",Slovenija,9 - 10 let,"da, a manj kot polni delovni čas",da,ne,,,,,,"SQL, Java",produktni/projektni vodja (PM),več kot 10 let,več kot 10 let,moški,41-50,podravska regija
10/16/2023 18:40:32,dijak/študent (delo opravljam prek študentske napotnice),"9,00€ - 9,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript, Go",spletni razvijalec/ka (full-stack),3 - 4 leta,1 - 2 leti,moški,19-25,podravska regija
10/16/2023 18:46:16,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,25000€ - 29999€,Slovenija,Slovenija,6 - 7 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#",produktni/projektni vodja (PM),6 - 7 let,6 - 7 let,moški,26-30,osrednjeslovenska regija
10/16/2023 18:46:36,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),8000€ - 8499€,več kot 100000€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, za polni delovni čas",da,ne,,,,,,"Java, Kotlin",razvijalec/ka mobilnih aplikacij (Android),več kot 10 let,8 - 9 let,moški,26-30,zasavska regija
10/16/2023 18:46:46,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,4500€ - 4999€,85 - 99%,"tujina, Evropska unija",Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP",spletni razvijalec/ka (back-end),4 - 5 let,3 - 4 leta,moški,26-30,osrednjeslovenska regija
10/16/2023 18:48:51,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,50000€ - 54999€,"tujina, Evropska unija",Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Swift, Objective-C",razvijalec/ka mobilnih aplikacij (iOS),več kot 10 let,7 - 8 let,moški,31-40,savinjska regija
10/16/2023 18:55:30,dijak/študent (delo opravljam prek študentske napotnice),"14,00€ - 14,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python",razvijalec/ka embedded sistemov/aplikacij,3 - 4 leta,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/16/2023 18:56:39,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),"1203,37€ - 1499€",85000€ - 89999€,"tujina, ZDA","tujina, ZDA",4 - 5 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, C, TypeScript, Bash",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/16/2023 18:58:06,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 15000€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, TypeScript, Ruby, Swift, Objective-C",razvijalec/ka mobilnih aplikacij (iOS),več kot 10 let,6 - 7 let,moški,26-30,primorsko-notranjska regija
10/16/2023 18:59:28,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, TypeScript, Go",spletni razvijalec/ka (full-stack),6 - 7 let,2 - 3 leta,moški,19-25,obalno-kraška regija
10/16/2023 19:03:13,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"C#, Python, C++, C",razvijalec/ka embedded sistemov/aplikacij,4 - 5 let,2 - 3 leta,moški,26-30,osrednjeslovenska regija
10/16/2023 19:05:42,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,Slovenija,Slovenija,več kot 10 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,da,2 - 4,1000€ - 1499€,25 - 40,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,podravska regija
10/16/2023 19:05:47,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,40000€ - 44999€,"tujina, Evropska unija",Slovenija,4 - 5 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Swift",spletni razvijalec/ka (back-end),5 - 6 let,4 - 5 let,moški,19-25,podravska regija
10/16/2023 19:07:16,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,,Slovenija,Slovenija,več kot 10 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, PHP, C++, C, Bash, Perl",razvijalec/ka embedded sistemov/aplikacij,več kot 10 let,več kot 10 let,moški,več kot 50 let,osrednjeslovenska regija
10/16/2023 19:10:08,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),8000€ - 8499€,več kot 100000€,"tujina, drugo",Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Java, C#, Python, TypeScript, Go",spletni razvijalec/ka (back-end),6 - 7 let,5 - 6 let,moški,26-30,osrednjeslovenska regija
10/16/2023 19:11:23,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,Slovenija,Slovenija,3 - 4 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,da,1,pod 499€,pod 25 %,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), PHP",produktni/projektni vodja (PM),več kot 10 let,9 - 10 let,moški,41-50,osrednjeslovenska regija
10/16/2023 19:11:51,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 15000€,Slovenija,Slovenija,6 - 7 let,"ne, delodajalec ne omogoča dela na daljavo",ne,da,10 - 15,pod 499€,55 - 70,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,jugovzhodna regija
10/16/2023 19:13:11,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,"tujina, drugo","tujina, Evropska unija",manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, SQL, Java, Python, C, Go, Bash",DevOps,5 - 6 let,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/16/2023 19:15:43,dijak/študent (delo opravljam prek študentske napotnice),"8,0€ - 8,99€",20 ur (polovični delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, C, TypeScript",spletni razvijalec/ka (front-end),5 - 6 let,manj kot 1 leto,moški,19-25,osrednjeslovenska regija
10/16/2023 19:17:49,dijak/študent (delo opravljam prek študentske napotnice),"10,00€ - 10,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, C++, C, TypeScript",spletni razvijalec/ka (full-stack),5 - 6 let,2 - 3 leta,ženska,19-25,podravska regija
10/16/2023 19:18:15,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6000€ - 6499€,85000€ - 89999€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, TypeScript",spletni razvijalec/ka (front-end),več kot 10 let,več kot 10 let,moški,41-50,goriška regija
10/16/2023 19:19:16,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6500€ - 6999€,85000€ - 89999€,"tujina, Evropska unija","tujina, Evropska unija",7 - 8 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Java, PHP, Go, Scala, Kotlin, Perl",vodja ekipe (team lead),več kot 10 let,9 - 10 let,moški,26-30,obalno-kraška regija
10/16/2023 19:19:39,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,"tujina, Evropska unija","tujina, Evropska unija",2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, TypeScript",spletni razvijalec/ka (back-end),7 - 8 let,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/16/2023 19:21:58,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,55000€ - 59999€,Slovenija,"tujina, ZDA",7 - 8 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), TypeScript",spletni razvijalec/ka (front-end),več kot 10 let,7 - 8 let,moški,31-40,obalno-kraška regija
10/16/2023 19:22:14,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,25000€ - 29999€,Slovenija,Slovenija,manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, C#, Python, C++",razvijalec/ka s statističnim/matematičnim ozadjem,3 - 4 leta,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/16/2023 19:27:41,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 15000€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript, Solidity",spletni razvijalec/ka (back-end),7 - 8 let,4 - 5 let,moški,19-25,gorenjska regija
10/16/2023 19:27:44,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,25000€ - 29999€,Slovenija,"tujina, Evropska unija",2 - 3 leta,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, Java, Kotlin",razvijalec/ka mobilnih aplikacij (Android),6 - 7 let,3 - 4 leta,moški,26-30,osrednjeslovenska regija
10/16/2023 19:27:49,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,30000€ - 34999€,Slovenija,Slovenija,4 - 5 let,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java",spletni razvijalec/ka (full-stack),več kot 10 let,8 - 9 let,moški,31-40,gorenjska regija
10/16/2023 19:28:36,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,55000€ - 59999€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), C#, TypeScript",spletni razvijalec/ka (front-end),7 - 8 let,7 - 8 let,moški,31-40,zasavska regija
10/16/2023 19:31:06,delo opravljam prek s. p.,,,,,,,,,,,,,1,več kot 10000€,100%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), TypeScript",vodja ekipe (team lead),več kot 10 let,9 - 10 let,ženska,26-30,osrednjeslovenska regija
10/16/2023 19:31:32,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6500€ - 6999€,85000€ - 89999€,"tujina, Evropska unija","tujina, Evropska unija",2 - 3 leta,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, C, Go",produktni/projektni vodja (PM),več kot 10 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/16/2023 19:31:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,Slovenija,Slovenija,3 - 4 leta,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (full-stack),6 - 7 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/16/2023 19:33:59,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,45000€ - 49999€,Slovenija,Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), C#",vodja ekipe (team lead),7 - 8 let,4 - 5 let,moški,26-30,jugovzhodna regija
10/16/2023 19:34:57,redno zaposlen/a,,,pogodba za nedoločen čas,drugo,3000€ - 3499€,20000€ - 24999€,"tujina, drugo",Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, C++, C, TypeScript, Go",spletni razvijalec/ka (full-stack),7 - 8 let,3 - 4 leta,moški,19-25,osrednjeslovenska regija
10/16/2023 19:35:43,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,40000€ - 44999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/16/2023 19:37:20,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,80000€ - 84999€,Slovenija,Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java",vodja razvoja (CTO),več kot 10 let,več kot 10 let,moški,41-50,gorenjska regija
10/16/2023 19:38:27,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,45000€ - 49999€,"tujina, Evropska unija","tujina, Evropska unija",4 - 5 let,"ne, čeprav delodajalec omogoča delo na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), TypeScript",spletni razvijalec/ka (full-stack),4 - 5 let,4 - 5 let,moški,19-25,podravska regija
10/16/2023 19:38:57,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5500€ - 5999€,55000€ - 59999€,"tujina, ZDA",Slovenija,manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Java, TypeScript",razvijalec/ka mobilnih aplikacij (iOS),6 - 7 let,6 - 7 let,moški,31-40,podravska regija
10/16/2023 19:39:17,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,5500€ - 5999€,85 - 99%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP, C++, TypeScript, Bash",spletni razvijalec/ka (back-end),8 - 9 let,7 - 8 let,moški,31-40,podravska regija
10/16/2023 19:39:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,15001€ - 19999€,Slovenija,Slovenija,2 - 3 leta,"da, za polni delovni čas",ne,da,2 - 4,500€ - 999€,25 - 40,"tujina, Evropska unija","tujina, Evropska unija","HTML/CSS (sass/scss/...), SQL",spletni razvijalec/ka (front-end),več kot 10 let,2 - 3 leta,ne želim odgovoriti,ne želim odgovoriti,ne želim odgovoriti
10/16/2023 19:40:26,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,25000€ - 29999€,Slovenija,Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,da,2 - 4,2000€ - 2499€,pod 25 %,Slovenija,Slovenija,"HTML/CSS (sass/scss/...), SQL, Java, Python",drugo,2 - 3 leta,1 - 2 leti,moški,26-30,osrednjeslovenska regija
10/16/2023 19:45:14,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, PHP, Bash, Perl",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/16/2023 19:45:55,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,60000€ - 64999€,"tujina, ZDA","tujina, ZDA",1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, TypeScript",spletni razvijalec/ka (back-end),9 - 10 let,7 - 8 let,moški,31-40,osrednjeslovenska regija
10/16/2023 19:47:16,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,več kot 10000€,70 - 84,"tujina, ZDA","tujina, ZDA","JavaScript, TypeScript",vodja razvoja (CTO),več kot 10 let,več kot 10 let,moški,31-40,savinjska regija
10/16/2023 19:47:37,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,20000€ - 24999€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP",spletni razvijalec/ka (full-stack),6 - 7 let,1 - 2 leti,moški,26-30,osrednjeslovenska regija
10/16/2023 19:52:14,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,50000€ - 54999€,"tujina, Evropska unija",Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Python, C",razvijalec/ka embedded sistemov/aplikacij,več kot 10 let,več kot 10 let,ženska,31-40,zasavska regija
10/16/2023 19:52:15,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,Slovenija,Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"SQL, Python",administrator/ka podatkovnih sistemov,6 - 7 let,6 - 7 let,moški,26-30,osrednjeslovenska regija
10/16/2023 19:52:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,pomurska regija
10/16/2023 19:55:29,dijak/študent (delo opravljam prek študentske napotnice),"6,0€ - 6,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"SQL, C#, Python",drugo,7 - 8 let,1 - 2 leti,moški,19-25,koroška regija
10/16/2023 20:05:27,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6500€ - 6999€,95000€ - 99999€,"tujina, ZDA","tujina, ZDA",5 - 6 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), PHP, TypeScript",vodja ekipe (team lead),8 - 9 let,6 - 7 let,moški,31-40,osrednjeslovenska regija
10/16/2023 20:05:41,dijak/študent (delo opravljam prek študentske napotnice),"9,00€ - 9,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#",spletni razvijalec/ka (back-end),3 - 4 leta,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/16/2023 20:06:17,dijak/študent (delo opravljam prek študentske napotnice),"7,0€ - 7,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, C++",sistemski integrator/ka,2 - 3 leta,manj kot 1 leto,moški,19-25,podravska regija
10/16/2023 20:08:38,delo opravljam prek s. p.,,,,,,,,,,,,,1,7500€ - 7999€,100%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, Go",spletni razvijalec/ka (back-end),9 - 10 let,6 - 7 let,moški,26-30,jugovzhodna regija
10/16/2023 20:09:35,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,35000€ - 39999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python",drugo,4 - 5 let,4 - 5 let,moški,31-40,osrednjeslovenska regija
10/16/2023 20:10:39,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,30000€ - 34999€,"tujina, drugo",Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"SQL, Python",svetovalec/ka za specifično tehnologijo,4 - 5 let,1 - 2 leti,moški,19-25,osrednjeslovenska regija
10/16/2023 20:12:45,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,60000€ - 64999€,"tujina, Evropska unija",Slovenija,6 - 7 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, TypeScript, Bash, Rust",DevOps,več kot 10 let,8 - 9 let,moški,19-25,savinjska regija
10/16/2023 20:14:36,dijak/študent (delo opravljam prek študentske napotnice),"9,00€ - 9,99€",v zadnjih treh mesecih nisem oddelal/a nobene ure,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, TypeScript",DevOps,3 - 4 leta,2 - 3 leta,moški,19-25,primorsko-notranjska regija
10/16/2023 20:17:10,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,"tujina, Evropska unija","tujina, Evropska unija",6 - 7 let,"da, za polni delovni čas",da,ne,,,,,,"JavaScript, SQL, C#, TypeScript",drugo,8 - 9 let,7 - 8 let,moški,31-40,goriška regija
10/16/2023 20:18:57,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),8000€ - 8499€,20000€ - 24999€,"tujina, Evropska unija","tujina, Evropska unija",2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, C++, TypeScript",vodja razvoja (CTO),več kot 10 let,več kot 10 let,moški,31-40,podravska regija
10/16/2023 20:19:58,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,55000€ - 59999€,"tujina, Evropska unija","tujina, Evropska unija",3 - 4 leta,"da, a manj kot polni delovni čas",ne,da,2 - 4,500€ - 999€,85 - 99%,"tujina, Evropska unija","tujina, Evropska unija","SQL, PHP",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,41-50,podravska regija
10/16/2023 20:20:29,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,Slovenija,Slovenija,8 - 9 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, TypeScript",razvijalec/ka namiznih aplikacij,več kot 10 let,8 - 9 let,ženska,31-40,zasavska regija
10/16/2023 20:20:57,dijak/študent (delo opravljam prek študentske napotnice),"9,00€ - 9,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, C++, TypeScript, Kotlin, Bash",spletni razvijalec/ka (full-stack),4 - 5 let,3 - 4 leta,moški,19-25,podravska regija
10/16/2023 20:21:05,redno zaposlen/a,,,pogodba za nedoločen čas,drugo,3000€ - 3499€,25000€ - 29999€,Slovenija,Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,savinjska regija
10/16/2023 20:21:25,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,več kot 10000€,70 - 84,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, TypeScript",razvijalec/ka iger (gamedev),več kot 10 let,več kot 10 let,moški,31-40,tujina
10/16/2023 20:23:57,dijak/študent (delo opravljam prek študentske napotnice),"10,00€ - 10,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, SQL, Java, Python, C, TypeScript, Kotlin, Bash",razvijalec/ka mobilnih aplikacij (Android),5 - 6 let,3 - 4 leta,moški,19-25,osrednjeslovenska regija
10/16/2023 20:24:18,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,40000€ - 44999€,"tujina, ZDA",Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"SQL, Python, R",drugo,3 - 4 leta,2 - 3 leta,moški,26-30,osrednjeslovenska regija
10/16/2023 20:26:14,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,4000€ - 4499€,85 - 99%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), C#, TypeScript",spletni razvijalec/ka (full-stack),5 - 6 let,2 - 3 leta,moški,19-25,podravska regija
