Timestamp,Tvoj trenutni status,"Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.",V zadnjih treh mesecih sem povprečno delal/a na teden,Vrsta zaposlitve,Obseg dela,Povprečna mesečna BRUTO plača v zadnjih treh mesecih.,"Povprečni celoletni BRUTO dodatki (bonusi, delnice, RSU, drugi dodatki...)",Primarno tržišče delodajalca,Sedež delodajalca je,Koliko let si že zaposlen/a pri trenutnem delodajalcu?,Opravljaš delo na daljavo (remote work)?,Ali trenutno aktivno iščeš novo zaposlitev?,"Imaš odprt še s.p.? (""popoldanski s.p."")",Število različnih naročnikov v zadnjih 6 mesecih,Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih,Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?,Primarno tržišče največjega naročnika je ,Sedež največjega naročnika je ,Znam naslednje programske jezike,Največ dela opravim kot...,Koliko let že programiraš?,Koliko let poklicno programiraš?,Identificiram se kot,Starost,Prebivam v...
10/1/2024 19:22:30,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),8000€ - 8499€,pod 5000€,"tujina, drugo","tujina, Evropska unija",manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP, C++",DevOps,več kot 10 let,več kot 10 let,moški,41-50,goriška regija
10/1/2024 19:22:54,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Python, Bash",DevOps,9 - 10 let,3 - 4 leta,moški,41-50,gorenjska regija
10/1/2024 19:29:51,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...)",drugo,1 - 2 leti,manj kot 1 leto,ženska,31-40,osrednjeslovenska regija
10/1/2024 19:32:32,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,Slovenija,"tujina, drugo",1 - 2 leti,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), C#, PHP, TypeScript",spletni razvijalec/ka (front-end),več kot 10 let,9 - 10 let,moški,26-30,osrednjeslovenska regija
10/1/2024 19:51:12,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,10000€ - 14999€,"tujina, Evropska unija","tujina, Evropska unija",več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Python, C",vodja ekipe (team lead),9 - 10 let,9 - 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 19:53:22,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java",spletni razvijalec/ka (full-stack),9 - 10 let,5 - 6 let,moški,31-40,osrednjeslovenska regija
10/1/2024 19:54:22,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,pod 5000€,"tujina, ZDA","tujina, ZDA",manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"C#, Python, C++, Go",spletni razvijalec/ka (back-end),5 - 6 let,2 - 3 leta,moški,26-30,osrednjeslovenska regija
10/1/2024 19:59:05,delo opravljam prek s. p.,,,,,,,,,,,,,1,8000€ - 8499€,85 - 99%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, C++, TypeScript, Objective-C, Go, Kotlin, Rust",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,ne želim odgovoriti
10/1/2024 20:01:06,nezaposlen/a,,,,,,,,,,,,,,,,,,Python,razvijalec/ka s statističnim/matematičnim ozadjem,2 - 3 leta,manj kot 1 leto,ženska,26-30,osrednjeslovenska regija
10/1/2024 20:09:34,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,30000€ - 34999€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,C#,spletni razvijalec/ka (back-end),5 - 6 let,2 - 3 leta,moški,31-40,jugovzhodna regija
10/1/2024 20:10:56,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6000€ - 6499€,30000€ - 34999€,"tujina, Evropska unija","tujina, Evropska unija",več kot 10 let,"da, a manj kot polni delovni čas",ne,da,0,pod 499€,v zadnjem letu nisem imel/a nobenega naročnika,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP, TypeScript",drugo,več kot 10 let,več kot 10 let,moški,31-40,pomurska regija
10/1/2024 20:17:04,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5500€ - 5999€,pod 5000€,"tujina, drugo",Slovenija,več kot 10 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,C,vodja razvoja (CTO),več kot 10 let,več kot 10 let,moški,31-40,podravska regija
10/1/2024 20:17:36,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,da,5 - 9,500€ - 999€,pod 25 %,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, PHP, C++, TypeScript, Bash",spletni razvijalec/ka (full-stack),več kot 10 let,5 - 6 let,moški,19-25,osrednjeslovenska regija
10/1/2024 20:20:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, ZDA",Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"SQL, Java, Python",spletni razvijalec/ka (back-end),6 - 7 let,3 - 4 leta,ženska,26-30,posavska regija
10/1/2024 20:21:51,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,,"tujina, ZDA","tujina, ZDA",manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript, Go, Kotlin, Bash, Haskell",spletni razvijalec/ka (full-stack),5 - 6 let,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/1/2024 20:22:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, Evropska unija",Slovenija,7 - 8 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#",spletni razvijalec/ka (back-end),več kot 10 let,9 - 10 let,moški,31-40,jugovzhodna regija
10/1/2024 20:27:12,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, Python",drugo,6 - 7 let,3 - 4 leta,ženska,26-30,goriška regija
10/1/2024 20:32:23,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Java, Python",spletni razvijalec/ka (full-stack),2 - 3 leta,1 - 2 leti,ženska,26-30,podravska regija
10/1/2024 20:38:15,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, ZDA","tujina, drugo",manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, C++, C, TypeScript, Bash",spletni razvijalec/ka (back-end),9 - 10 let,2 - 3 leta,moški,26-30,osrednjeslovenska regija
10/1/2024 20:40:32,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), PHP",spletni razvijalec/ka (front-end),5 - 6 let,5 - 6 let,ženska,26-30,osrednjeslovenska regija
10/1/2024 20:51:32,delo opravljam prek s. p.,,,,,,,,,,,,,1,6500€ - 6999€,100%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, C++, TypeScript",razvijalec/ka namiznih aplikacij,več kot 10 let,več kot 10 let,moški,31-40,podravska regija
10/1/2024 20:51:55,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,Python,specialist/ka strojnega učenja,9 - 10 let,manj kot 1 leto,moški,19-25,osrednjeslovenska regija
10/1/2024 20:57:25,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,Slovenija,Slovenija,2 - 3 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, AL",spletni razvijalec/ka (back-end),5 - 6 let,2 - 3 leta,moški,19-25,gorenjska regija
10/1/2024 20:58:25,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,Slovenija,Slovenija,4 - 5 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,Python,produktni/projektni vodja (PM),,,,,
10/1/2024 21:02:09,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,,Slovenija,Slovenija,3 - 4 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, PHP, C++",spletni razvijalec/ka (full-stack),7 - 8 let,4 - 5 let,moški,26-30,pomurska regija
10/1/2024 21:05:26,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,pod 5000€,Slovenija,Slovenija,7 - 8 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"SQL, Java, C#, Bash",razvijalec/ka namiznih aplikacij,9 - 10 let,9 - 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 21:13:06,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,5000€ - 9999€,"tujina, drugo","tujina, Evropska unija",1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Java, Python, Go, Kotlin",spletni razvijalec/ka (back-end),7 - 8 let,3 - 4 leta,moški,19-25,osrednjeslovenska regija
10/1/2024 21:13:48,delo opravljam prek s. p.,,,,,,,,,,,,,1,7500€ - 7999€,100%,"tujina, ZDA","tujina, ZDA","SQL, Java, C#, Go, Kotlin, Bash",spletni razvijalec/ka (back-end),8 - 9 let,5 - 6 let,moški,26-30,jugovzhodna regija
10/1/2024 21:21:01,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,5000€ - 5499€,70 - 84,"tujina, Evropska unija","tujina, ZDA","Python, C++",drugo,9 - 10 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/1/2024 21:22:13,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 5000€,"tujina, Evropska unija",Slovenija,4 - 5 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, Kotlin, Bash",razvijalec/ka mobilnih aplikacij (Android),več kot 10 let,6 - 7 let,moški,26-30,zasavska regija
10/1/2024 21:23:23,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,Slovenija,Slovenija,3 - 4 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, TypeScript, Bash",spletni razvijalec/ka (full-stack),6 - 7 let,3 - 4 leta,moški,19-25,gorenjska regija
10/1/2024 21:26:31,delo opravljam prek s. p.,,,,,,,,,,,,,1,6000€ - 6499€,100%,"tujina, ZDA","tujina, ZDA","SQL, Java, Python, Go, Bash",spletni razvijalec/ka (back-end),več kot 10 let,9 - 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 21:26:50,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 5000€,Slovenija,Slovenija,3 - 4 leta,"ne, delodajalec ne omogoča dela na daljavo",ne,ne,,,,,,"SQL, C#, ",produktni/projektni vodja (PM),več kot 10 let,več kot 10 let,moški,41-50,podravska regija
10/1/2024 21:29:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,35000€ - 39999€,Slovenija,Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, Kotlin, Bash",razvijalec/ka mobilnih aplikacij (Android),3 - 4 leta,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/1/2024 21:33:59,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 5000€,"tujina, Evropska unija",Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Python, C++",razvijalec/ka embedded sistemov/aplikacij,več kot 10 let,več kot 10 let,moški,31-40,savinjska regija
10/1/2024 21:36:16,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,pod 5000€,"tujina, Evropska unija","tujina, ZDA",več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, SQL, Java, C#, Python, C++, C, Kotlin, Bash",produktni/projektni vodja (PM),več kot 10 let,več kot 10 let,moški,več kot 50 let,osrednjeslovenska regija
10/1/2024 21:36:21,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,40000€ - 44999€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Python, SQL",administrator/ka podatkovnih sistemov,5 - 6 let,3 - 4 leta,moški,26-30,osrednjeslovenska regija
10/1/2024 21:43:26,delo opravljam prek s. p.,,,,,,,,,,,,,1,2500€ - 2999€,85 - 99%,"tujina, ZDA","tujina, ZDA",Python,specialist/ka strojnega učenja,3 - 4 leta,1 - 2 leti,moški,26-30,osrednjeslovenska regija
10/1/2024 21:46:02,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,5500€ - 5999€,85 - 99%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, PHP, TypeScript, Kotlin",spletni razvijalec/ka (full-stack),,3 - 4 leta,ženska,19-25,obalno-kraška regija
10/1/2024 21:47:45,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,7000€ - 7499€,40 - 55,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), Java, TypeScript",spletni razvijalec/ka (front-end),7 - 8 let,6 - 7 let,moški,31-40,savinjska regija
10/1/2024 21:52:44,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),"1253,91€ - 1499€",15000€ - 19999€,Slovenija,Slovenija,več kot 10 let,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, C, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 21:54:53,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,C++,razvijalec/ka iger (gamedev),2 - 3 leta,1 - 2 leti,moški,26-30,podravska regija
10/1/2024 21:55:33,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,več kot 10000€,40 - 55,"tujina, drugo","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, TypeScript",spletni razvijalec/ka (back-end),8 - 9 let,7 - 8 let,moški,26-30,gorenjska regija
10/1/2024 21:57:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, ZDA",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, C#, Python, Bash",DevOps,4 - 5 let,2 - 3 leta,moški,19-25,gorenjska regija
10/1/2024 22:04:38,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,7000€ - 7499€,55 - 70,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, Python, Go, Bash",DevOps,več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 22:06:12,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 5000€,"tujina, Evropska unija",Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",ne,da,1,1500€ - 1999€,85 - 99%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,41-50,gorenjska regija
10/1/2024 22:06:21,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,"tujina, Evropska unija","tujina, Evropska unija",3 - 4 leta,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), PHP, TypeScript",spletni razvijalec/ka (front-end),8 - 9 let,7 - 8 let,moški,41-50,savinjska regija
10/1/2024 22:07:36,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,"tujina, Evropska unija","tujina, ZDA",3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Python",razvijalec/ka s statističnim/matematičnim ozadjem,3 - 4 leta,2 - 3 leta,moški,41-50,osrednjeslovenska regija
10/1/2024 22:07:59,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,,Slovenija,"tujina, Evropska unija",manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), PHP, TypeScript",spletni razvijalec/ka (front-end),9 - 10 let,7 - 8 let,moški,31-40,osrednjeslovenska regija
10/1/2024 22:20:57,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,5000€ - 9999€,Slovenija,Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,da,2 - 4,6500€ - 6999€,40 - 55,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), PHP, Swift",UI/UX razvijalec/ka,4 - 5 let,manj kot 1 leto,moški,26-30,osrednjeslovenska regija
10/1/2024 22:42:45,dijak/študent (delo opravljam prek študentske napotnice),"9,00€ - 9,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, C++",spletni razvijalec/ka (full-stack),4 - 5 let,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/1/2024 22:44:58,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,Slovenija,Slovenija,8 - 9 let,"da, za polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript, Kotlin",spletni razvijalec/ka (full-stack),več kot 10 let,8 - 9 let,moški,31-40,podravska regija
10/1/2024 22:50:44,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,"tujina, ZDA","tujina, ZDA",3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, C++, TypeScript",spletni razvijalec/ka (full-stack),več kot 10 let,8 - 9 let,moški,31-40,osrednjeslovenska regija
10/1/2024 22:51:59,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 5000€,"tujina, Evropska unija",Slovenija,3 - 4 leta,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), C#, TypeScript, Kotlin",spletni razvijalec/ka (front-end),6 - 7 let,5 - 6 let,moški,31-40,podravska regija
10/1/2024 23:04:59,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,4000€ - 4499€,85 - 99%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, TypeScript, Go",spletni razvijalec/ka (full-stack),3 - 4 leta,2 - 3 leta,moški,19-25,podravska regija
10/1/2024 23:08:21,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,2 - 3 leta,"da, za polni delovni čas",da,ne,,,,,,"Java, PHP",spletni razvijalec/ka (back-end),7 - 8 let,7 - 8 let,ženska,31-40,podravska regija
10/1/2024 23:36:51,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"SQL, Python, Bash, R",razvijalec/ka s statističnim/matematičnim ozadjem,3 - 4 leta,manj kot 1 leto,moški,31-40,gorenjska regija
10/1/2024 23:52:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"Java, Go, Kotlin",spletni razvijalec/ka (back-end),5 - 6 let,3 - 4 leta,moški,19-25,osrednjeslovenska regija
10/2/2024 0:02:23,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,6 - 7 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, Bash",DevOps,več kot 10 let,7 - 8 let,moški,31-40,goriška regija
10/2/2024 0:50:08,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,9000€ - 9499€,70 - 84,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), Python, TypeScript, Swift",spletni razvijalec/ka (front-end),8 - 9 let,6 - 7 let,ženska,26-30,podravska regija
10/2/2024 7:08:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,30000€ - 34999€,Slovenija,Slovenija,8 - 9 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP",spletni razvijalec/ka (full-stack),več kot 10 let,8 - 9 let,moški,31-40,savinjska regija
10/2/2024 7:33:41,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, TypeScript, Bash",spletni razvijalec/ka (back-end),2 - 3 leta,1 - 2 leti,moški,19-25,gorenjska regija
10/2/2024 7:33:46,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, TypeScript, Bash",spletni razvijalec/ka (back-end),2 - 3 leta,1 - 2 leti,moški,19-25,gorenjska regija
10/2/2024 7:34:09,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5500€ - 5999€,5000€ - 9999€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, C#",produktni/projektni vodja (PM),več kot 10 let,manj kot 1 leto,moški,31-40,savinjska regija
10/2/2024 7:47:45,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,35000€ - 39999€,Slovenija,Slovenija,1 - 2 leti,"da, za polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP, TypeScript",spletni razvijalec/ka (full-stack),9 - 10 let,7 - 8 let,moški,26-30,gorenjska regija
10/2/2024 7:57:12,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,5000€ - 9999€,Slovenija,Slovenija,2 - 3 leta,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), TypeScript",spletni razvijalec/ka (front-end),9 - 10 let,9 - 10 let,moški,31-40,osrednjeslovenska regija
10/2/2024 8:16:58,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,35000€ - 39999€,Slovenija,Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, TypeScript",spletni razvijalec/ka (full-stack),,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/2/2024 8:26:07,delo opravljam prek s. p.,,,,,,,,,,,,,1,8000€ - 8499€,85 - 99%,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, TypeScript, Bash",DevOps,več kot 10 let,9 - 10 let,moški,31-40,primorsko-notranjska regija
10/2/2024 8:27:52,delo opravljam prek s. p.,,,,,,,,,,,,,1,5000€ - 5499€,100%,"tujina, drugo","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, PHP",spletni razvijalec/ka (back-end),več kot 10 let,6 - 7 let,moški,26-30,osrednjeslovenska regija
10/2/2024 8:31:08,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,Slovenija,Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), TypeScript",drugo,1 - 2 leti,manj kot 1 leto,moški,26-30,zasavska regija
