Timestamp,Tvoj trenutni status,"Povprečna NETO urna postavka za delo, ki si ga opravil/a preko študentske napotnice.",V zadnjih treh mesecih sem povprečno delal/a na teden,Vrsta zaposlitve,Obseg dela,Povprečna mesečna BRUTO plača v zadnjih treh mesecih.,"Povprečni celoletni BRUTO dodatki (bonusi, delnice, RSU, drugi dodatki...)",Primarno tržišče delodajalca,Sedež delodajalca je,Koliko let si že zaposlen/a pri trenutnem delodajalcu?,Opravljaš delo na daljavo (remote work)?,Ali trenutno aktivno iščeš novo zaposlitev?,"Imaš odprt še s.p.? (""popoldanski s.p."")",Število različnih naročnikov v zadnjih 6 mesecih,Povprečen mesečni BRUTO prihodek v zadnjih 6ih mesecih,Koliko odstotkov LETNEGA prihodka ti predstavlja največji naročnik?,Primarno tržišče največjega naročnika je ,Sedež največjega naročnika je ,Znam naslednje programske jezike,Največ dela opravim kot...,Koliko let že programiraš?,Koliko let poklicno programiraš?,Identificiram se kot,Starost,Prebivam v...
10/1/2024 11:26:51,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,10000€ - 14999€,"tujina, Evropska unija",Slovenija,4 - 5 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, C",spletni razvijalec/ka (full-stack),več kot 10 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/1/2024 11:26:52,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,5000€ - 9999€,Slovenija,Slovenija,1 - 2 leti,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, C, TypeScript, PLC programski jeziki",spletni razvijalec/ka (full-stack),4 - 5 let,manj kot 1 leto,moški,19-25,gorenjska regija
10/1/2024 11:27:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,5000€ - 9999€,Slovenija,Slovenija,2 - 3 leta,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...)",produktni/projektni vodja (PM),manj kot 1 leto,manj kot 1 leto,moški,26-30,osrednjeslovenska regija
10/1/2024 11:27:13,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, drugo",Slovenija,9 - 10 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), C#",razvijalec/ka namiznih aplikacij,več kot 10 let,8 - 9 let,moški,31-40,osrednjeslovenska regija
10/1/2024 11:27:46,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,9500€ - 9999€,100%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), Python, TypeScript, Bash",vodja razvoja (CTO),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 11:27:59,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,3500€ - 3999€,40 - 55,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python, PHP, C++, C, TypeScript, Swift, Objective-C, Kotlin, Bash",spletni razvijalec/ka (full-stack),več kot 10 let,4 - 5 let,moški,19-25,podravska regija
10/1/2024 11:28:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, za polni delovni čas",da,ne,,,,,,"JavaScript, SQL, C#",DevOps,7 - 8 let,7 - 8 let,moški,31-40,obalno-kraška regija
10/1/2024 11:29:15,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",1 - 2 leti,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, TypeScript",DevOps,2 - 3 leta,1 - 2 leti,moški,19-25,savinjska regija
10/1/2024 11:29:51,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6000€ - 6499€,70000€ - 74999€,"tujina, drugo","tujina, Evropska unija",manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"SQL, C#",razvijalec/ka namiznih aplikacij,6 - 7 let,5 - 6 let,moški,31-40,osrednjeslovenska regija
10/1/2024 11:32:27,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),"1253,90€ (minimalna BRUTO plača)",pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,C#,razvijalec/ka iger (gamedev),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 11:35:30,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,"tujina, drugo",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), C#, Python",razvijalec/ka iger (gamedev),5 - 6 let,3 - 4 leta,moški,26-30,osrednjeslovenska regija
10/1/2024 11:36:27,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, PHP",spletni razvijalec/ka (full-stack),6 - 7 let,1 - 2 leti,moški,26-30,podravska regija
10/1/2024 11:37:15,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,"tujina, drugo","tujina, Evropska unija",1 - 2 leti,"da, a manj kot polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), TypeScript",spletni razvijalec/ka (front-end),3 - 4 leta,2 - 3 leta,ženska,19-25,savinjska regija
10/1/2024 11:38:34,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),več kot 10000€,25000€ - 29999€,"tujina, drugo","tujina, ZDA",2 - 3 leta,"da, za polni delovni čas",ne,ne,,,,,,"SQL, Python, C++, C, TypeScript, Go, Bash, Rust, Elixir, Odin, OCaml",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,tujina
10/1/2024 11:38:42,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,"tujina, Evropska unija",Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, Python",spletni razvijalec/ka (back-end),7 - 8 let,1 - 2 leti,moški,19-25,osrednjeslovenska regija
10/1/2024 11:39:55,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),6000€ - 6499€,pod 5000€,"tujina, drugo",Slovenija,3 - 4 leta,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), PHP, TypeScript",produktni/projektni vodja (PM),več kot 10 let,več kot 10 let,moški,31-40,gorenjska regija
10/1/2024 11:42:31,delo opravljam prek s. p.,,,,,,,,,,,,,1,5000€ - 5499€,100%,"tujina, drugo","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (front-end),več kot 10 let,več kot 10 let,moški,več kot 50 let,osrednjeslovenska regija
10/1/2024 11:42:45,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,10000€ - 14999€,"tujina, drugo",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java, C#",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,31-40,goriška regija
10/1/2024 11:43:24,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,50000€ - 54999€,"tujina, drugo",Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, C#",razvijalec/ka namiznih aplikacij,več kot 10 let,več kot 10 let,moški,31-40,jugovzhodna regija
10/1/2024 11:44:50,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,10000€ - 14999€,"tujina, drugo","tujina, drugo",manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, TypeScript, Bash",spletni razvijalec/ka (front-end),več kot 10 let,5 - 6 let,moški,26-30,jugovzhodna regija
10/1/2024 11:47:18,delo opravljam prek s. p.,,,,,,,,,,,,,1,4000€ - 4499€,100%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), Java, Python, C, Bash",specialist/ka strojnega učenja,5 - 6 let,1 - 2 leti,moški,19-25,obalno-kraška regija
10/1/2024 11:49:04,delo opravljam prek s. p.,,,,,,,,,,,,,1,9500€ - 9999€,100%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, PHP, TypeScript, Go, Lua",DevOps,9 - 10 let,9 - 10 let,moški,26-30,podravska regija
10/1/2024 11:50:21,nezaposlen/a,,,,,,,,,,,,,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#, C++, C, Bash",razvijalec/ka namiznih aplikacij,več kot 10 let,več kot 10 let,moški,več kot 50 let,osrednjeslovenska regija
10/1/2024 11:52:05,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,Slovenija,Slovenija,4 - 5 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java, Python, C++, Bash",specialist/ka strojnega učenja,6 - 7 let,4 - 5 let,moški,31-40,osrednjeslovenska regija
10/1/2024 11:53:52,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),1500€ - 1999€,pod 5000€,Slovenija,Slovenija,1 - 2 leti,"da, a manj kot polni delovni čas",da,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, Java, C#, Python, C++",specialist/ka strojnega učenja,1 - 2 leti,1 - 2 leti,moški,26-30,savinjska regija
10/1/2024 11:54:34,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,5000€ - 9999€,"tujina, Evropska unija","tujina, Evropska unija",4 - 5 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, Python",spletni razvijalec/ka (back-end),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 11:54:54,delo opravljam prek s. p.,,,,,,,,,,,,,1,7500€ - 7999€,100%,"tujina, drugo","tujina, drugo","SQL, Python",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 11:55:14,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,10000€ - 14999€,Slovenija,Slovenija,6 - 7 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, PHP, LotusNotes",spletni razvijalec/ka (full-stack),več kot 10 let,8 - 9 let,ženska,31-40,osrednjeslovenska regija
10/1/2024 11:58:29,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,Slovenija,"tujina, Evropska unija",2 - 3 leta,"da, za polni delovni čas",ne,ne,,,,,,"Python, C++, C",spletni razvijalec/ka (back-end),6 - 7 let,4 - 5 let,moški,31-40,osrednjeslovenska regija
10/1/2024 11:58:54,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,3000€ - 3499€,70 - 84,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), TypeScript, angular",razvijalec/ka mobilnih aplikacij (Android),več kot 10 let,več kot 10 let,moški,31-40,gorenjska regija
10/1/2024 11:59:05,delo opravljam prek s. p.,,,,,,,,,,,,,1,4500€ - 4999€,85 - 99%,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript",vodja ekipe (team lead),več kot 10 let,7 - 8 let,moški,26-30,savinjska regija
10/1/2024 11:59:06,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,25000€ - 29999€,Slovenija,Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, Java, C#, Python, C++, C, Bash",razvijalec/ka s statističnim/matematičnim ozadjem,več kot 10 let,5 - 6 let,moški,31-40,osrednjeslovenska regija
10/1/2024 11:59:44,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,10000€ - 14999€,"tujina, Evropska unija",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",ne,da,več kot 15 različnih naročnikov,4500€ - 4999€,pod 25 %,Slovenija,Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, PHP, C++",sistemski administrator/ka,5 - 6 let,4 - 5 let,moški,26-30,osrednjeslovenska regija
10/1/2024 12:00:15,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,20000€ - 24999€,Slovenija,Slovenija,manj kot 1 leto,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP",DevOps,4 - 5 let,1 - 2 leti,moški,26-30,zasavska regija
10/1/2024 12:00:59,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,7000€ - 7499€,85 - 99%,"tujina, drugo","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), Java, TypeScript, Kotlin",razvijalec/ka mobilnih aplikacij (Android),več kot 10 let,9 - 10 let,moški,26-30,osrednjeslovenska regija
10/1/2024 12:03:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),"1253,91€ - 1499€",pod 5000€,Slovenija,Slovenija,1 - 2 leti,"ne, delodajalec ne omogoča dela na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), C#, Vue.js",sistemski administrator/ka,2 - 3 leta,1 - 2 leti,moški,26-30,zasavska regija
10/1/2024 12:03:53,delo opravljam prek s. p.,,,,,,,,,,,,,1,več kot 10000€,100%,"tujina, ZDA","tujina, ZDA","JavaScript, HTML/CSS (sass/scss/...), SQL, Java, Python, TypeScript, Rust",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 12:05:46,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,40000€ - 44999€,Slovenija,Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",vodja razvoja (CTO),več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/1/2024 12:11:23,dijak/študent (delo opravljam prek študentske napotnice),"12,00€ - 12,99€",med 20 - 40 ur,,,,,,,,,,,,,,,,"SQL, Java, Python",drugo,1 - 2 leti,1 - 2 leti,moški,19-25,obalno-kraška regija
10/1/2024 12:11:56,dijak/študent (delo opravljam prek študentske napotnice),"8,0€ - 8,99€",40 ur (polni delovnik),,,,,,,,,,,,,,,,"SQL, Java, Python, C",razvijalec/ka embedded sistemov/aplikacij,1 - 2 leti,manj kot 1 leto,moški,19-25,goriška regija
10/1/2024 12:12:45,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,40000€ - 44999€,Slovenija,"tujina, Evropska unija",2 - 3 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"Java, C#, C, Kotlin",razvijalec/ka embedded sistemov/aplikacij,3 - 4 leta,3 - 4 leta,moški,26-30,obalno-kraška regija
10/1/2024 12:14:51,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,"tujina, Evropska unija",manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL",drugo,1 - 2 leti,manj kot 1 leto,ženska,26-30,savinjska regija
10/1/2024 12:14:52,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, Evropska unija","tujina, ZDA",5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL",svetovalec/ka za specifično tehnologijo,več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/1/2024 12:17:58,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,Slovenija,Slovenija,manj kot 1 leto,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Python, TypeScript",spletni razvijalec/ka (front-end),2 - 3 leta,2 - 3 leta,ženska,26-30,podravska regija
10/1/2024 12:19:09,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 5000€,"tujina, ZDA",Slovenija,4 - 5 let,"da, za polni delovni čas",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript, Ruby",drugo,8 - 9 let,7 - 8 let,moški,26-30,gorenjska regija
10/1/2024 12:19:21,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),več kot 10000€,več kot 100000€,"tujina, Evropska unija","tujina, Evropska unija",2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java",svetovalec/ka za specifično tehnologijo,več kot 10 let,več kot 10 let,moški,31-40,savinjska regija
10/1/2024 12:19:26,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,več kot 10000€,55 - 70,"tujina, ZDA","tujina, ZDA","Java, Kotlin",razvijalec/ka mobilnih aplikacij (Android),več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/1/2024 12:19:35,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,"tujina, ZDA","tujina, ZDA",6 - 7 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, Java, C, Bash",spletni razvijalec/ka (back-end),več kot 10 let,6 - 7 let,moški,26-30,goriška regija
10/1/2024 12:20:13,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4500€ - 4999€,5000€ - 9999€,Slovenija,Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"HTML/CSS (sass/scss/...), SQL, C#, Abap",vodja ekipe (team lead),več kot 10 let,2 - 3 leta,moški,31-40,savinjska regija
10/1/2024 12:20:33,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,8000€ - 8499€,85 - 99%,"tujina, Evropska unija","tujina, Evropska unija","SQL, Data",administrator/ka podatkovnih sistemov,več kot 10 let,več kot 10 let,moški,31-40,obalno-kraška regija
10/1/2024 12:21:09,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,40000€ - 44999€,Slovenija,Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,ženska,31-40,savinjska regija
10/1/2024 12:22:02,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5500€ - 5999€,15000€ - 19999€,"tujina, drugo",Slovenija,6 - 7 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"C#, C++",razvijalec/ka iger (gamedev),več kot 10 let,9 - 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 12:22:58,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 5000€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,shell,sistemski administrator/ka,več kot 10 let,več kot 10 let,moški,31-40,savinjska regija
10/1/2024 12:24:50,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,6000€ - 6499€,85 - 99%,"tujina, drugo","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, PHP",vodja ekipe (team lead),več kot 10 let,več kot 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 12:27:25,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,5000€ - 9999€,Slovenija,Slovenija,2 - 3 leta,"da, za polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Java, C#",spletni razvijalec/ka (back-end),8 - 9 let,5 - 6 let,moški,26-30,tujina
10/1/2024 12:27:57,delo opravljam prek s. p.,,,,,,,,,,,,,1,7500€ - 7999€,100%,"tujina, drugo","tujina, drugo","JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, TypeScript, Bash",vodja ekipe (team lead),več kot 10 let,9 - 10 let,moški,31-40,osrednjeslovenska regija
10/1/2024 12:28:44,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),4000€ - 4499€,pod 5000€,"tujina, Evropska unija",Slovenija,5 - 6 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java, TypeScript, Go",spletni razvijalec/ka (back-end),več kot 10 let,7 - 8 let,moški,26-30,osrednjeslovenska regija
10/1/2024 12:33:41,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,Slovenija,Slovenija,1 - 2 leti,"ne, delodajalec ne omogoča dela na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Java, C#, TypeScript",spletni razvijalec/ka (full-stack),3 - 4 leta,1 - 2 leti,ženska,19-25,goriška regija
10/1/2024 12:35:11,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,"tujina, Evropska unija",Slovenija,3 - 4 leta,"da, a manj kot polni delovni čas",da,ne,,,,,,,sistemski administrator/ka,manj kot 1 leto,manj kot 1 leto,ženska,31-40,osrednjeslovenska regija
10/1/2024 12:37:44,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, Evropska unija",Slovenija,2 - 3 leta,"ne, delodajalec ne omogoča dela na daljavo",ne,da,1,pod 499€,100%,Slovenija,Slovenija,"Python, C++, C, Bash",razvijalec/ka embedded sistemov/aplikacij,9 - 10 let,2 - 3 leta,moški,26-30,osrednjeslovenska regija
10/1/2024 12:38:33,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2500€ - 2999€,pod 5000€,Slovenija,Slovenija,5 - 6 let,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,C#,,5 - 6 let,5 - 6 let,moški,31-40,podravska regija
10/1/2024 12:39:13,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,Slovenija,Slovenija,2 - 3 leta,"ne, delodajalec ne omogoča dela na daljavo",da,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, PHP, Kotlin",spletni razvijalec/ka (full-stack),4 - 5 let,2 - 3 leta,ženska,19-25,osrednjeslovenska regija
10/1/2024 12:40:32,delo opravljam prek s. p.,,,,,,,,,,,,,5 - 9,2000€ - 2499€,55 - 70,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, TypeScript, Swift, Objective-C, SwiftUI",razvijalec/ka mobilnih aplikacij (iOS),več kot 10 let,več kot 10 let,moški,31-40,obalno-kraška regija
10/1/2024 12:41:38,redno zaposlen/a,,,pogodba za določen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,pod 5000€,"tujina, ZDA","tujina, ZDA",3 - 4 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,,UI/UX razvijalec/ka,,,ženska,31-40,gorenjska regija
10/1/2024 12:42:07,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3000€ - 3499€,pod 5000€,"tujina, Evropska unija","tujina, Evropska unija",3 - 4 leta,"ne, čeprav delodajalec omogoča delo na daljavo",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, Python, PHP, C++, TypeScript, Go, Bash",spletni razvijalec/ka (full-stack),5 - 6 let,4 - 5 let,moški,31-40,osrednjeslovenska regija
10/1/2024 12:44:59,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),3500€ - 3999€,pod 5000€,Slovenija,Slovenija,6 - 7 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"SQL, Java, Python",spletni razvijalec/ka (back-end),7 - 8 let,7 - 8 let,moški,26-30,savinjska regija
10/1/2024 12:45:36,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,5000€ - 9999€,"tujina, Evropska unija","tujina, Evropska unija",2 - 3 leta,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), Python, TypeScript",vodja ekipe (team lead),8 - 9 let,6 - 7 let,moški,31-40,osrednjeslovenska regija
10/1/2024 12:47:41,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),5000€ - 5499€,30000€ - 34999€,"tujina, ZDA",Slovenija,več kot 10 let,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript, Go",spletni razvijalec/ka (full-stack),več kot 10 let,več kot 10 let,moški,41-50,osrednjeslovenska regija
10/1/2024 12:48:42,delo opravljam prek s. p.,,,,,,,,,,,,,1,3500€ - 3999€,100%,"tujina, Evropska unija",Slovenija,"JavaScript, HTML/CSS (sass/scss/...), Python",spletni razvijalec/ka (back-end),7 - 8 let,6 - 7 let,moški,26-30,osrednjeslovenska regija
10/1/2024 12:51:17,delo opravljam prek s. p.,,,,,,,,,,,,,2 - 4,2500€ - 2999€,55 - 70,"tujina, Evropska unija","tujina, Evropska unija","JavaScript, HTML/CSS (sass/scss/...), SQL, PHP, TypeScript",spletni razvijalec/ka (full-stack),3 - 4 leta,1 - 2 leti,moški,19-25,podravska regija
10/1/2024 12:53:49,delo opravljam prek s. p.,,,,,,,,,,,,,1,3500€ - 3999€,100%,"tujina, ZDA",Slovenija,"JavaScript, HTML/CSS (sass/scss/...), SQL, Python, TypeScript, Dart",produktni/projektni vodja (PM),4 - 5 let,2 - 3 leta,moški,19-25,osrednjeslovenska regija
10/1/2024 13:00:34,redno zaposlen/a,,,pogodba za nedoločen čas,40 ur na teden (polni delovni čas),2000€ - 2499€,pod 5000€,"tujina, Evropska unija",Slovenija,manj kot 1 leto,"da, a manj kot polni delovni čas",ne,ne,,,,,,"JavaScript, HTML/CSS (sass/scss/...), SQL, C#, TypeScript",spletni razvijalec/ka (front-end),3 - 4 leta,2 - 3 leta,ženska,31-40,osrednjeslovenska regija
